utm_east,utm_north,elev_m,sampleid,copper,gold,py,cpy,lith,lithology,hold_id,type,azimuth,dip,thick_m,from_m,to_m
-14615685,7772641,1088,H232763,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,179,181
-14615687,7772643,1086,H232764,0,0,0.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,181,183
-14615687,7772643,1084,H232765,0,0,1,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,183,185
-14615689,7772645,1083,H232767,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,185,187
-14615691,7772647,1081,H232768,0,0,0.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,187,189
-14615691,7772647,1079,H232769,0,0,0.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,189,191
-14615692,7772648,1077,H232770,0,0,0.7,0.5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,191,193
-14615693,7772650,1075,H232771,0,0,1,0.5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,193,195
-14615694,7772650,1073,H232772,0,0,0.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,195,197
-14615694,7772652,1072,H232774,0,0,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,197,199
-14615696,7772654,1070,H232775,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,199,201
-14615696,7772654,1068,H232776,0,0,0.7,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,201,203
-14615698,7772656,1066,H232777,0,0,0.7,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,203,205
-14615698,7772656,1065,H232778,0,0,0.7,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,1,205,206
-14615698,7772657,1064,H232780,0,0,0.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,1,206,207
-14615700,7772657,1063,H232781,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,207,209
-14615700,7772659,1061,H232782,0,0,0.5,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,209,211
-14615702,7772661,1059,H232783,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,211,213
-14615702,7772661,1057,H232784,0,0,0.5,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,213,215
-14615704,7772663,1055,H232786,0,0,1,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,215,217
-14615704,7772665,1054,H232787,0,0,0.7,0.5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,217,219
-14615706,7772665,1052,H232788,0,0,0.7,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,219,221
-14615708,7772666,1050,H232789,0,0,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,321.8,64.6,2,221,223
-14615708,7772668,1048,H232791,0,0,0.5,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,324.1,63.9,2,223,225
-14615710,7772670,1046,H232792,0,0,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,324.1,63.9,2,225,227
-14615710,7772670,1045,H232793,0,0,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-06,Interval,324.1,63.9,1.42,227,228.42
-14615710,7772672,1044,H232794,0,0,1,0.3,800,"Coherent, Monzonite",TRK09-06,Interval,324.1,63.9,1.4,228.42,229.82
-14615712,7772672,1042,H232795,0,0,1,0.3,800,"Coherent, Monzonite",TRK09-06,Interval,324.1,63.9,1.58,229.82,231.4
-14615712,7772674,1041,H232796,0,0,0.7,,800,"Coherent, Monzonite",TRK09-06,Interval,324.1,63.9,1.73,231.4,233.13
-14615713,7772673,1039,H232797,0,0,0.5,0.1,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,1.87,233.13,235
-14615714,7772675,1037,H232798,0,0,0.3,0.1,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,2,235,237
-14615715,7772677,1036,H232800,0,0,0.5,0.3,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,2,237,239
-14615716,7772679,1034,H232801,0,0,0.7,0.3,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,2,239,241
-14615717,7772679,1032,H232802,0,0,0.7,0.3,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,2,241,243
-14615717,7772681,1030,H232803,0,0,0.7,0.5,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,2,243,245
-14615719,7772682,1028,H232804,0,0,0.5,0.1,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,2,245,247
-14615719,7772682,1027,H232806,0,0,1,0.3,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,2,247,249
-14615721,7772684,1024,H232807,0,0,0.5,0.1,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,249,252
-14615723,7772688,1021,H232808,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,252,255
-14615725,7772690,1019,H232809,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,255,258
-14615725,7772691,1016,H232810,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,258,261
-14615727,7772693,1013,H232812,0,0,3,1,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,261,264
-14615729,7772695,1010,H232813,0,0,1,0.5,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,264,267
-14615731,7772697,1008,H232814,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,267,270
-14615731,7772699,1005,H232815,0,0,0.5,0.3,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,270,273
-14615733,7772700,1002,H232817,0,0,0.5,0.1,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,273,276
-14615735,7772702,1000,H232818,0,0,0.7,0.3,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,276,279
-14615737,7772704,997,H232819,0,0,0.3,0.1,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,279,282
-14615738,7772706,994,H232820,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,282,285
-14615739,7772708,992,H232821,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,285,288
-14615740,7772709,989,H232822,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,288,291
-14615742,7772711,986,H232823,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,291,294
-14615744,7772715,984,H232824,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,294,297
-14615744,7772717,981,H232825,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,297,300
-14615746,7772718,978,H232827,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-06,Interval,324.1,63.9,3,300,303
-14615748,7772720,975,H232828,0,0,0.5,,10000,Shear Zone,TRK09-06,Interval,324.1,63.9,3,303,306
-14615750,7772722,973,H232829,0,0,0.3,,10000,Shear Zone,TRK09-06,EOH,324.1,63.9,3,306,309
-14615780,7772570,1245,COLLAR,,,,,0,Casing/Overburden,TRK09-07,Collar,256.9,52.3,3,0,3
-14615782,7772570,1243,H232830,0,0,0.7,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,3,5
-14615783,7772568,1242,H232831,0,0,0.7,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,5,7
-14615787,7772568,1240,H232833,0,0,0.7,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,7,9
-14615789,7772568,1238,H232834,0,0,0.7,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3,9,12
-14615793,7772566,1236,H232835,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3,12,15
-14615794,7772566,1234,H232837,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,15,17
-14615798,7772566,1232,H232838,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,17,19
-14615800,7772566,1231,H232839,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,19,21
-14615802,7772564,1229,H232840,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,21,23
-14615803,7772564,1228,H232841,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,23,25
-14615805,7772564,1226,H232843,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,25,27
-14615807,7772562,1224,H232844,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,27,29
-14615811,7772562,1223,H232845,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,29,31
-14615813,7772562,1221,H232847,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,31,33
-14615814,7772562,1220,H232848,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,33,35
-14615816,7772560,1218,H232849,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,35,37
-14615818,7772560,1217,H232850,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,37,39
-14615822,7772559,1214,H232851,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3,39,42
-14615823,7772558,1213,H232852,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,42,44
-14615827,7772557,1211,H232853,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,44,46
-14615829,7772557,1209,H232854,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,46,48
-14615831,7772555,1208,H232856,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,48,50
-14615833,7772555,1206,H232857,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,50,52
-14615834,7772555,1205,H232858,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,52,54
-14615838,7772555,1203,H232859,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,54,56
-14615840,7772553,1201,H232860,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,56,58
-14615842,7772553,1200,H232861,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,58,60
-14615843,7772553,1198,H232862,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,60,62
-14615845,7772553,1197,H232863,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,62,64
-14615849,7772551,1195,H232864,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,64,66
-14615851,7772551,1193,H232865,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3,66,69
-14615853,7772551,1192,H232867,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,1,69,70
-14615854,7772549,1190,H232868,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,70,72
-14615856,7772549,1189,H232870,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,72,74
-14615858,7772549,1187,H232871,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,74,76
-14615862,7772549,1186,H232872,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,76,78
-14615863,7772547,1184,H232873,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,78,80
-14615865,7772547,1182,H232875,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,80,82
-14615867,7772547,1181,H232876,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,82,84
-14615869,7772545,1179,H232877,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,84,86
-14615873,7772545,1178,H232878,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,86,88
-14615874,7772545,1176,H232879,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,88,90
-14615876,7772545,1174,H232880,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2.4,90,92.4
-14615878,7772543,1173,H232881,0,0,,,11000,Fault Zone,TRK09-07,Interval,256.9,52.3,1.57,92.4,93.97
-14615880,7772543,1171,H232882,0,0,,,11000,Fault Zone,TRK09-07,Interval,256.9,52.3,2.03,93.97,96
-14615884,7772543,1170,H232884,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,96,98
-14615885,7772543,1168,H232885,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,98,100
-14615887,7772541,1167,H232886,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,100,102
-14615889,7772541,1165,H232887,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,102,104
-14615891,7772541,1164,H232889,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,104,106
-14615894,7772539,1162,H232890,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,106,108
-14615896,7772539,1160,H232891,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2.52,108,110.52
-14615898,7772538,1158,H232892,0,0,0.7,0.3,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,1.98,110.52,112.5
-14615900,7772538,1157,H232893,0,0,0.5,0.3,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2.03,112.5,114.53
-14615904,7772536,1155,H232894,0,0,,,11000,Fault Zone,TRK09-07,Interval,256.9,52.3,2.47,114.53,117
-14615907,7772536,1152,H232895,0,0,0.1,,11000,Fault Zone,TRK09-07,Interval,256.9,52.3,3,117,120
-14615909,7772534,1150,H232897,0,0,,,11000,Fault Zone,TRK09-07,Interval,256.9,52.3,2.67,120,122.67
-14615913,7772534,1148,H232898,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3.33,122.67,126
-14615916,7772534,1145,H232899,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3,126,129
-14615918,7772532,1144,H232900,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,129,131
-14615920,7772532,1142,H232901,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,131,133
-14615922,7772532,1141,H232902,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,1.75,133,134.75
-14615925,7772530,1139,H232903,0,0,0.1,,11000,Fault Zone,TRK09-07,Interval,256.9,52.3,2.25,134.75,137
-14615927,7772530,1137,H232904,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,137,139
-14615929,7772530,1136,H232905,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,139,141
-14615931,7772530,1134,H232906,0,0,0.5,0.1,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,141,143
-14615934,7772528,1133,H232907,0,0,0.5,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,143,145
-14615936,7772528,1131,H232909,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,145,147
-14615938,7772528,1129,H232910,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,147,149
-14615940,7772526,1128,H232911,0,0,0.3,0.1,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,149,151
-14615942,7772526,1126,H232913,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,151,153
-14615945,7772526,1125,H232914,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,153,155
-14615947,7772526,1123,H232915,0,0,0.1,0.1,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,155,157
-14615949,7772524,1122,H232916,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,157,159
-14615951,7772524,1120,H232917,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,159,161
-14615953,7772524,1118,H232918,0,0,,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,161,163
-14615954,7772524,1117,H232920,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,2,163,165
-14615956,7772522,1116,H232921,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,1.65,165,166.65
-14615960,7772522,1114,H232922,0,0,0.3,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,1.95,166.65,168.6
-14615962,7772522,1113,H232923,0,0,0.5,,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,1.52,168.6,170.12
-14615964,7772522,1111,H232924,0,0,1,0.5,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,1.88,170.12,172
-14615965,7772520,1110,H232926,0,0,1.5,0.7,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2,172,174
-14615967,7772520,1108,H232927,0,0,5,0.3,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2,174,176
-14615969,7772519,1107,H232928,0,0,3,1,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2,176,178
-14615971,7772518,1105,H232930,0,0,5,1,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2,178,180
-14615974,7772517,1103,H232931,0,0,3,0.5,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2,180,182
-14615976,7772517,1102,H232932,0,0,5,1,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2.3,182,184.3
-14615978,7772517,1100,H232933,0,0,0.5,,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,1.85,184.3,186.15
-14615980,7772515,1098,H232934,0,0,0.3,0.1,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,2.35,186.15,188.5
-14615985,7772515,1096,H232935,0,0,0.3,,3100,"Breccia, Mineralized",TRK09-07,Interval,256.9,52.3,3.4,188.5,191.9
-14615987,7772513,1093,H232936,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3.1,191.9,195
-14615991,7772513,1091,H232938,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,Interval,256.9,52.3,3,195,198
-14615995,7772513,1088,H232939,0,0,0.1,,200,Plag-Phyric Andesite,TRK09-07,EOH,256.9,52.3,3,198,201
-14616012,7772325,1091,COLLAR,,,,,0,Casing/Overburden,TRK09-08,Collar,357.3,45.1,3,0,3
-14616012,7772329,1089,H232940,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,3,3,6
-14616012,7772332,1087,H232941,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,6,8
-14616012,7772334,1086,H232942,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,8,10
-14616012,7772336,1085,H232943,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,10,12
-14616013,7772340,1083,H232944,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,12,14
-14616013,7772341,1082,H232945,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,14,16
-14616013,7772345,1080,H232946,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,16,18
-14616015,7772347,1079,H232947,0,0,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,18,20
-14616015,7772349,1078,H232949,0,0,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,20,22
-14616015,7772352,1076,H232950,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,22,24
-14616015,7772356,1074,H232951,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,3,24,27
-14616015,7772360,1072,H232952,0,0,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,3,27,30
-14616015,7772362,1070,H232953,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,30,32
-14616015,7772365,1069,H232955,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,32,34
-14616015,7772367,1068,H232956,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,34,36
-14616015,7772371,1066,H232957,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,36,38
-14616016,7772373,1065,H232958,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,38,40
-14616016,7772374,1063,H232960,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,40,42
-14616016,7772378,1062,H232961,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,42,44
-14616016,7772380,1061,H232962,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,44,46
-14616016,7772384,1059,H232963,0,0,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,46,48
-14616018,7772385,1058,H232964,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,48,50
-14616018,7772389,1056,H232965,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,50,52
-14616018,7772391,1055,H232966,0,0,0.3,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,52,54
-14616018,7772393,1053,H232968,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,54,56
-14616018,7772396,1052,H232969,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,56,58
-14616018,7772398,1051,H232971,0,0,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,58,60
-14616018,7772402,1049,H232972,0,0,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,60,62
-14616018,7772404,1048,H232973,0,0,0.2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,62,64
-14616018,7772406,1046,H232974,0,0,0.2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,64,66
-14616019,7772409,1045,H232975,0,0,0.3,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,66,68
-14616019,7772411,1044,H232977,0,0,0.4,0.2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,68,70
-14616019,7772415,1042,H232978,0,0,0.2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,70,72
-14616019,7772417,1041,H232979,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,72,74
-14616019,7772418,1039,H232980,0,0,0.2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,74,76
-14616019,7772422,1038,H232981,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,76,78
-14616021,7772424,1036,H232982,0,0,0.2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,78,80
-14616021,7772428,1035,H232984,0,0,0.2,0.5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,80,82
-14616021,7772429,1034,H232985,0,0,0.2,0.3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,82,84
-14616021,7772433,1032,H232986,0,0,0.3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2.3,84,86.3
-14616021,7772435,1031,H232987,0,0,0.4,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,1.7,86.3,88
-14616021,7772437,1030,H232989,0,0,0.4,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,1.5,88,89.5
-14616021,7772439,1028,H232990,0,0,0.5,,11000,Fault Zone,TRK09-08,Interval,357.3,45.1,2.03,89.5,91.53
-14616022,7772442,1027,H232991,0,0,0.5,,11000,Fault Zone,TRK09-08,Interval,357.3,45.1,1.97,91.53,93.5
-14616022,7772444,1026,H232992,0,0,0.7,,11000,Fault Zone,TRK09-08,Interval,357.3,45.1,1.5,93.5,95
-14616022,7772446,1025,H232993,0,0,0.5,,11000,Fault Zone,TRK09-08,Interval,357.3,45.1,1.3,95,96.3
-14616022,7772450,1023,H232995,0,0,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2.7,96.3,99
-14616022,7772451,1022,H232996,0,0,0.5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,99,101
-14616022,7772455,1020,H232997,0,0,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK09-08,Interval,357.3,45.1,2,101,103
