utm_east,utm_north,elev_m,sampleid,copper,gold,py,cpy,lith,lithology,hold_id,type,azimuth,dip,thick_m,from_m,to_m
-14615758,7772630,1280,COLLAR,,,,,0,Casing/Overburden,TRK08-01,Collar,245,70,2.13,0,2.13
-14615760,7772630,1278,G0806743,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.61,2.13,2.74
-14615760,7772630,1277,G0806744,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,2.74,4.27
-14615760,7772628,1276,G0806745,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,4.27,5.79
-14615762,7772628,1275,G0806746,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,5.79,7.32
-14615762,7772628,1273,G0806747,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,7.32,8.84
-14615763,7772628,1272,G0806748,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,8.84,10.36
-14615763,7772628,1270,G0806749,0.03,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,10.36,11.89
-14615765,7772626,1269,G0806751,0.07,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,11.89,13.41
-14615765,7772626,1267,G0806752,0.04,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,13.41,14.94
-14615767,7772626,1266,G0806753,0.01,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,14.94,16.46
-14615767,7772626,1265,G0806754,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,16.46,17.98
-14615769,7772624,1263,G0806755,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,17.98,19.51
-14615769,7772624,1262,G0806756,0,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,19.51,21.03
-14615771,7772624,1260,G0806757,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,21.03,22.56
-14615771,7772624,1259,G0806758,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,22.56,24.08
-14615771,7772624,1257,G0806759,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,24.08,25.6
-14615772,7772622,1256,G0806761,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,25.6,27.13
-14615772,7772622,1255,G0806762,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,27.13,28.65
-14615774,7772622,1253,G0806763,0,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,28.65,30.18
-14615774,7772622,1252,G0806764,0,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,30.18,31.7
-14615776,7772620,1250,G0806765,0.01,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,31.7,33.22
-14615776,7772620,1249,G0806766,0.09,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,33.22,34.75
-14615778,7772620,1247,G0806767,0.06,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,34.75,36.27
-14615778,7772620,1246,G0806768,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,36.27,37.8
-14615780,7772620,1244,G0806769,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,37.8,39.32
-14615780,7772618,1243,G0806771,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.78,39.32,40.1
-14615780,7772618,1242,G0806772,0.01,0,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.33,40.1,41.43
-14615781,7772618,1241,G0806773,0.02,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.94,41.43,42.37
-14615781,7772618,1240,G0806774,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,42.37,43.89
-14615783,7772618,1239,G0806775,0,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,43.89,45.42
-14615783,7772616,1237,G0806776,0,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,45.42,46.94
-14615785,7772616,1236,G0806777,0,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,46.94,48.46
-14615785,7772616,1234,G0806778,0,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,48.46,49.99
-14615785,7772616,1233,G0806779,0.01,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,49.99,51.51
-14615787,7772616,1232,G0806781,0,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,51.51,53.04
-14615787,7772614,1230,G0806782,0,0.09,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,53.04,54.56
-14615789,7772614,1229,G0806783,0,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,54.56,56.08
-14615789,7772614,1227,G0806784,0.01,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,56.08,57.61
-14615790,7772614,1226,G0806785,0,0.1,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,57.61,59.13
-14615790,7772612,1224,G0806786,0.01,0.16,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,59.13,60.66
-14615792,7772612,1223,G0806787,0,0.13,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,60.66,62.18
-14615792,7772612,1222,G0806788,0,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,62.18,63.7
-14615794,7772612,1220,G0806789,0,0.09,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,63.7,65.23
-14615794,7772612,1219,G0806791,0,0.1,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,65.23,66.75
-14615796,7772610,1217,G0806792,0.01,0.08,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,66.75,68.28
-14615796,7772610,1216,G0806793,0,0.13,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,68.28,69.8
-14615798,7772610,1214,G0806794,0,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,69.8,71.32
-14615798,7772610,1213,G0806795,0.01,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,71.32,72.85
-14615799,7772608,1212,G0806796,0,1.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.96,72.85,73.81
-14615799,7772608,1211,G0806797,0.01,0.67,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,2.09,73.81,75.9
-14615801,7772608,1209,G0806798,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.16,75.9,77.05
-14615801,7772608,1208,G0806799,0.03,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.37,77.05,78.43
-14615801,7772608,1206,G0806801,0,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.52,78.43,78.94
-14615801,7772608,1206,G0806802,0,0.09,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,78.94,80.47
-14615803,7772606,1204,G0806803,0.01,0.6,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,80.47,81.99
-14615803,7772606,1203,G0806804,0.02,0.26,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,81.99,83.52
-14615805,7772606,1202,G0806805,0.01,0.26,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,83.52,85.04
-14615805,7772606,1200,G0806806,0,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,85.04,86.56
-14615807,7772604,1199,G0806807,0,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,86.56,88.09
-14615807,7772604,1197,G0806808,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,88.09,89.61
-14615808,7772604,1196,G0806809,0.04,0.63,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,89.61,91.14
-14615808,7772604,1194,G0806810,0.01,0.24,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,91.14,92.66
-14615810,7772604,1193,G0806812,0.01,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,92.66,94.18
-14615810,7772602,1192,G0806813,0.1,0.12,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,94.18,95.71
-14615812,7772602,1190,G0806814,0.03,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,95.71,97.23
-14615812,7772602,1189,G0806815,0.06,0.15,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,97.23,98.76
-14615814,7772602,1187,G0806816,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,98.76,100.28
-14615814,7772602,1186,G0806817,0.02,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,100.28,101.8
-14615816,7772600,1184,G0806818,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,101.8,103.33
-14615816,7772600,1183,G0806819,0.15,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,103.33,104.85
-14615818,7772600,1181,G0806821,0.04,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,104.85,106.38
-14615818,7772600,1180,G0806822,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,106.38,107.9
-14615817,7772598,1179,G0806823,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,107.9,109.42
-14615819,7772598,1177,G0806824,0.03,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,109.42,110.95
-14615819,7772598,1176,G0806825,0.16,0.43,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,110.95,112.47
-14615821,7772598,1174,G0806826,0.08,0.11,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.25,112.47,113.72
-14615821,7772598,1173,G0806827,0.03,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.25,113.72,114.97
-14615823,7772596,1172,G0806828,0.04,0.17,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.55,114.97,115.52
-14615823,7772596,1171,G0806829,0.03,0.26,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,115.52,117.04
-14615823,7772596,1170,G0806831,0.03,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,117.04,118.57
-14615825,7772596,1169,G0806832,0.04,0.37,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,118.57,120.09
-14615825,7772596,1167,G0806833,0.03,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,120.09,121.62
-14615827,7772594,1166,G0806834,0.02,0.47,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.83,121.62,123.44
-14615827,7772594,1164,G0806835,0.07,0.2,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.22,123.44,124.66
-14615828,7772594,1163,G0806836,0.08,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,124.66,126.19
-14615828,7772594,1161,G0806837,0.04,0.06,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,126.19,127.71
-14615830,7772594,1160,G0806838,0.02,0.03,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,127.71,129.24
-14615830,7772592,1159,G0806839,0.05,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,129.24,130.76
-14615832,7772592,1157,G0806841,0.05,0.11,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.91,130.76,131.67
-14615832,7772592,1156,G0806842,0.11,0.17,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.22,131.67,132.89
-14615832,7772592,1155,G0806843,0.07,0.08,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,132.89,134.42
-14615834,7772592,1154,G0806844,0.07,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,134.42,135.94
-14615834,7772590,1152,G0806845,0.11,0.05,2,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.37,135.94,137.31
-14615836,7772590,1151,G0806846,0.53,0.4,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.07,137.31,138.38
-14615836,7772590,1150,G0806847,0.26,0.22,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.22,138.38,139.6
-14615836,7772590,1149,G0806848,0.09,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.98,139.6,141.58
-14615837,7772590,1147,G0806849,0.38,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.37,141.58,142.95
-14615837,7772588,1146,G0806851,0.31,0.11,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,142.95,144.48
-14615839,7772588,1144,G0806852,0.14,0.12,0.1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,144.48,146
-14615839,7772588,1143,G0806853,0.11,0.14,0.1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,146,147.52
-14615841,7772588,1141,G0806854,1.16,1.7,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,147.52,149.05
-14615841,7772586,1140,G0806855,1.21,0.88,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,149.05,150.57
-14615843,7772586,1139,G0806856,0.48,0.81,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,150.57,152.1
-14615843,7772586,1137,G0806857,1.1,0.62,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,152.1,153.62
-14615845,7772586,1136,G0806858,2.64,2.03,2,2,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,153.62,155.14
-14615845,7772586,1134,G0806859,0.8,1.04,3,3,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,155.14,156.67
-14615846,7772584,1133,G0806861,0.4,1.51,2,2,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,156.67,158.19
-14615846,7772584,1131,G0806862,0.41,1.14,2,2,6000,Breccia,TRK08-01,Interval,245,70,1.52,158.19,159.72
-14615848,7772584,1130,G0806863,1.28,0.69,2,3,6000,Breccia,TRK08-01,Interval,245,70,1.52,159.72,161.24
-14615848,7772584,1128,G0806864,1.14,0.75,1,2,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.52,161.24,162.76
-14615848,7772582,1127,G0806865,1.58,1.03,3,3,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.52,162.76,164.29
-14615850,7772582,1126,G0806866,1.35,1.14,4,4,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.52,164.29,165.81
-14615850,7772582,1124,G0806867,3.2,2.29,5,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.71,165.81,167.52
-14615852,7772582,1123,G0806868,6.97,4.23,5,7,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,0.94,167.52,168.46
-14615852,7772582,1122,G0806869,0.9,0.9,2,1,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.92,168.46,170.38
-14615854,7772580,1120,G0806871,1.93,0.12,1,2,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.04,170.38,171.42
-14615854,7772580,1119,G0806872,5.59,0.06,1,1,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,2.01,171.42,173.43
-14615855,7772580,1117,G0806873,2.72,0,3,3,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,0.85,173.43,174.28
-14615855,7772580,1116,G0806874,3.64,0.61,5,4,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.4,174.28,175.69
-14615855,7772580,1115,G0806875,2.7,1.39,30,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,0.52,175.69,176.2
-14615857,7772580,1114,G0806876,3.51,0.48,10,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.55,176.2,177.76
-14615857,7772578,1113,G0806877,3.22,1.06,20,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.13,177.76,178.89
-14615857,7772578,1112,G0806878,0.64,0.14,3,2,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.64,178.89,179.53
-14615859,7772578,1111,G0806879,0.23,0.08,1,1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,179.53,181.05
-14615859,7772578,1110,G0806881,0.32,0.1,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,181.05,182.58
-14615861,7772578,1108,G0806882,0.11,0.04,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,182.58,184.1
-14615861,7772577,1107,G0806883,0.03,0.01,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,184.1,185.62
-14615863,7772576,1106,G0806884,0.11,0.02,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,185.62,187.15
-14615863,7772576,1104,G0806885,0.04,0.02,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,187.15,188.67
-14615863,7772576,1103,G0806886,0.01,0.01,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,188.67,190.2
-14615864,7772576,1101,G0806887,0.01,0,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,190.2,191.72
-14615864,7772575,1100,G0806888,0.02,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,191.72,193.24
-14615866,7772574,1098,G0806889,0.02,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,193.24,194.77
-14615866,7772574,1097,G0806891,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,EOH,245,70,1.83,194.77,196.6
-14615758,7772630,1280,COLLAR,,,,,0,Casing/Overburden,TRK08-02,Collar,360,90,6.1,0,6.1
-14615758,7772630,1274,G0806892,0,0.03,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.22,6.1,7.32
-14615758,7772630,1273,G0806893,0,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,7.32,8.84
-14615758,7772630,1271,G0806894,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,8.84,10.36
-14615758,7772630,1270,G0806895,0,0.01,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,10.36,11.89
-14615758,7772630,1268,G0806896,0,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.51,11.89,13.39
-14615758,7772630,1267,G0806897,0.01,0.04,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.54,13.39,14.94
-14615758,7772630,1265,G0806898,0.11,0.08,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,14.94,16.46
-14615758,7772630,1264,G0806899,0.03,0.03,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,16.46,17.98
-14615758,7772630,1262,G0806901,0.02,0.04,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,17.98,19.51
-14615758,7772630,1260,G0806902,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,19.51,21.03
-14615758,7772630,1259,G0806903,0,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.66,21.03,22.69
-14615758,7772630,1257,G0806904,0,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.39,22.69,24.08
-14615758,7772630,1256,G0806905,0,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,24.08,25.6
-14615758,7772630,1254,G0806906,0,0.04,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,25.6,27.13
-14615758,7772630,1253,G0806907,0,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,27.13,28.65
-14615758,7772630,1251,G0806908,0,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.91,28.65,29.57
-14615758,7772630,1250,G0806909,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.34,29.57,30.91
-14615758,7772630,1249,G0806911,1.33,0.11,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.58,30.91,32.49
-14615758,7772630,1248,G0806912,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.73,32.49,33.22
-14615758,7772630,1247,G0806913,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,33.22,34.75
-14615758,7772630,1245,G0806914,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,34.75,36.27
-14615758,7772630,1244,G0806915,0.03,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,36.27,37.8
-14615758,7772630,1242,G0806916,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,37.8,39.32
-14615758,7772630,1241,G0806917,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,39.32,40.84
-14615758,7772630,1239,G0806918,0.03,0.04,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,40.84,42.37
-14615758,7772630,1238,G0806919,0.01,0.01,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,42.37,43.89
-14615758,7772630,1236,G0806921,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,43.89,45.42
-14615758,7772630,1235,G0806922,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,2.07,45.42,47.49
-14615758,7772630,1233,G0806923,0.01,0.01,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.98,47.49,48.46
-14615758,7772630,1232,G0806924,0.01,0.06,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,48.46,49.99
-14615758,7772630,1230,G0806925,0,0.16,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,49.99,51.51
-14615758,7772630,1228,G0806926,0,0.15,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,51.51,53.04
-14615758,7772630,1227,G0806927,0,0.11,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,53.04,54.56
-14615758,7772630,1225,G0806928,0,0.1,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,54.56,56.08
-14615758,7772630,1224,G0806929,0,0.2,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,56.08,57.61
-14615758,7772630,1222,G0806931,0,0.16,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,57.61,59.13
-14615758,7772630,1221,G0806932,0,0.07,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,59.13,60.66
-14615758,7772630,1219,G0806933,0,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,60.66,62.18
-14615758,7772630,1218,G0806934,0,0.07,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,62.18,63.7
-14615758,7772630,1216,G0806935,0,0.5,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,63.7,65.23
-14615758,7772630,1215,G0806936,0.01,0.14,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,65.23,66.75
-14615758,7772630,1213,G0806937,0.01,0.11,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,66.75,68.28
-14615758,7772630,1212,G0806938,0.01,0.05,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,68.28,69.8
-14615758,7772630,1210,G0806939,0.01,0.06,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.76,69.8,70.56
-14615758,7772630,1209,G0806941,0.01,0.17,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.76,70.56,71.32
-14615758,7772630,1209,G0806942,0.01,0.06,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,71.32,72.85
-14615758,7772630,1207,G0806943,0.01,1.1,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,72.85,74.37
-14615758,7772630,1206,G0806944,0.08,3.59,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,74.37,75.9
-14615758,7772630,1204,G0806945,0.14,6.52,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,75.9,77.42
-14615758,7772630,1203,G0806946,0.11,4.08,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,77.42,78.94
-14615758,7772630,1201,G0806947,0.06,1.08,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,78.94,80.47
-14615758,7772630,1200,G0806948,0.1,1.38,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,80.47,81.99
-14615758,7772630,1198,G0806949,0.02,0.72,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,81.99,83.52
-14615758,7772630,1196,G0806951,0.01,0.76,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,83.52,85.04
-14615758,7772630,1195,G0806952,0,0.1,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.46,85.04,86.5
-14615758,7772630,1194,G0806953,0,0.14,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.77,86.5,88.27
-14615758,7772630,1192,G0806954,0,0.14,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.34,88.27,89.61
-14615758,7772630,1190,G0806955,0.01,1.59,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,89.61,91.14
-14615758,7772630,1189,G0806956,0.02,4.31,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,91.14,92.66
-14615758,7772630,1187,G0806957,0.01,3.7,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.4,92.66,94.06
-14615758,7772630,1186,G0806958,0.01,0.22,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.65,94.06,95.71
-14615758,7772630,1184,G0806959,0.01,0.17,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,2.19,95.71,97.9
-14615758,7772630,1182,G0806960,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.25,97.9,99.15
-14615758,7772630,1181,G0806961,0,0.01,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.13,99.15,100.28
