UTM_East,UTM_North,elev_m,sampleid,copper,gold,py,cpy,lith,Lithology,Hole ID,Type,Azimuth,Dip,Thick_m,From_m,To_m
360792,6326535,1280.00,COLLAR,,,,,0,Casing/Overburden,TRK08-01,Collar,245,70,2.13,0.00,2.13
360791,6326535,1278.00,G0806743,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.61,2.13,2.74
360791,6326535,1277.42,G0806744,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,2.74,4.27
360791,6326534,1275.99,G0806745,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,4.27,5.79
360790,6326534,1274.56,G0806746,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,5.79,7.32
360790,6326534,1273.13,G0806747,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,7.32,8.84
360789,6326534,1271.69,G0806748,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,8.84,10.36
360789,6326534,1270.26,G0806749,0.03,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,10.36,11.89
360788,6326533,1268.83,G0806751,0.07,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,11.89,13.41
360788,6326533,1267.40,G0806752,0.04,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,13.41,14.94
360787,6326533,1265.97,G0806753,0.01,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,14.94,16.46
360787,6326533,1264.53,G0806754,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,16.46,17.98
360786,6326532,1263.10,G0806755,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,17.98,19.51
360786,6326532,1261.67,G0806756,0.00,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,19.51,21.03
360785,6326532,1260.24,G0806757,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,21.03,22.56
360785,6326532,1258.81,G0806758,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,22.56,24.08
360785,6326532,1257.37,G0806759,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,24.08,25.60
360784,6326531,1255.94,G0806761,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,25.60,27.13
360784,6326531,1254.51,G0806762,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,27.13,28.65
360783,6326531,1253.08,G0806763,0.00,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,28.65,30.18
360783,6326531,1251.64,G0806764,0.00,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,30.18,31.70
360782,6326530,1250.21,G0806765,0.01,0.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,31.70,33.22
360782,6326530,1248.78,G0806766,0.09,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,33.22,34.75
360781,6326530,1247.35,G0806767,0.06,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,34.75,36.27
360781,6326530,1245.92,G0806768,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,36.27,37.80
360780,6326530,1244.48,G0806769,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,37.80,39.32
360780,6326529,1243.05,G0806771,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.78,39.32,40.10
360780,6326529,1242.32,G0806772,0.01,0.00,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.33,40.10,41.43
360779,6326529,1241.07,G0806773,0.02,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.94,41.43,42.37
360779,6326529,1240.19,G0806774,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,42.37,43.89
360778,6326529,1238.76,G0806775,0.00,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,43.89,45.42
360778,6326528,1237.32,G0806776,0.00,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,45.42,46.94
360777,6326528,1235.89,G0806777,0.00,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,46.94,48.46
360777,6326528,1234.46,G0806778,0.00,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,48.46,49.99
360777,6326528,1233.03,G0806779,0.01,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,49.99,51.51
360776,6326528,1231.60,G0806781,0.00,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,51.51,53.04
360776,6326527,1230.16,G0806782,0.00,0.09,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,53.04,54.56
360775,6326527,1228.73,G0806783,0.00,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,54.56,56.08
360775,6326527,1227.30,G0806784,0.01,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,56.08,57.61
360774,6326527,1225.87,G0806785,0.00,0.10,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,57.61,59.13
360774,6326526,1224.43,G0806786,0.01,0.16,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,59.13,60.66
360773,6326526,1223.00,G0806787,0.00,0.13,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,60.66,62.18
360773,6326526,1221.57,G0806788,0.00,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,62.18,63.70
360772,6326526,1220.14,G0806789,0.00,0.09,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,63.70,65.23
360772,6326526,1218.71,G0806791,0.00,0.10,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,65.23,66.75
360771,6326525,1217.27,G0806792,0.01,0.08,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,66.75,68.28
360771,6326525,1215.84,G0806793,0.00,0.13,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,68.28,69.80
360770,6326525,1214.41,G0806794,0.00,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,69.80,71.32
360770,6326525,1212.98,G0806795,0.01,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,71.32,72.85
360769,6326524,1211.55,G0806796,0.00,1.04,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.96,72.85,73.81
360769,6326524,1210.64,G0806797,0.01,0.67,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,2.09,73.81,75.90
360768,6326524,1208.68,G0806798,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.16,75.90,77.05
360768,6326524,1207.59,G0806799,0.03,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.37,77.05,78.43
360768,6326524,1206.30,G0806801,0.00,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.52,78.43,78.94
360768,6326524,1205.82,G0806802,0.00,0.09,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,78.94,80.47
360767,6326523,1204.39,G0806803,0.01,0.60,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,80.47,81.99
360767,6326523,1202.95,G0806804,0.02,0.26,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,81.99,83.52
360766,6326523,1201.52,G0806805,0.01,0.26,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,83.52,85.04
360766,6326523,1200.09,G0806806,0.00,0.14,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,85.04,86.56
360765,6326522,1198.66,G0806807,0.00,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,86.56,88.09
360765,6326522,1197.23,G0806808,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,88.09,89.61
360764,6326522,1195.79,G0806809,0.04,0.63,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,89.61,91.14
360764,6326522,1194.36,G0806810,0.01,0.24,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,91.14,92.66
360763,6326522,1192.93,G0806812,0.01,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,92.66,94.18
360763,6326521,1191.50,G0806813,0.10,0.12,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,94.18,95.71
360762,6326521,1190.06,G0806814,0.03,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,95.71,97.23
360762,6326521,1188.63,G0806815,0.06,0.15,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,97.23,98.76
360761,6326521,1187.20,G0806816,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,98.76,100.28
360761,6326521,1185.77,G0806817,0.02,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,100.28,101.80
360760,6326520,1184.34,G0806818,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,101.80,103.33
360760,6326520,1182.90,G0806819,0.15,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,103.33,104.85
360759,6326520,1181.47,G0806821,0.04,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,104.85,106.38
360759,6326520,1180.04,G0806822,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,106.38,107.90
360759,6326519,1178.61,G0806823,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,107.90,109.42
360758,6326519,1177.18,G0806824,0.03,0.06,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,109.42,110.95
360758,6326519,1175.74,G0806825,0.16,0.43,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,110.95,112.47
360757,6326519,1174.31,G0806826,0.08,0.11,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.25,112.47,113.72
360757,6326519,1173.14,G0806827,0.03,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.25,113.72,114.97
360756,6326518,1171.96,G0806828,0.04,0.17,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.55,114.97,115.52
360756,6326518,1171.45,G0806829,0.03,0.26,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,115.52,117.04
360756,6326518,1170.02,G0806831,0.03,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,117.04,118.57
360755,6326518,1168.58,G0806832,0.04,0.37,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,118.57,120.09
360755,6326518,1167.15,G0806833,0.03,0.03,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,120.09,121.62
360754,6326517,1165.72,G0806834,0.02,0.47,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.83,121.62,123.44
360754,6326517,1164.00,G0806835,0.07,0.20,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.22,123.44,124.66
360753,6326517,1162.85,G0806836,0.08,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,124.66,126.19
360753,6326517,1161.42,G0806837,0.04,0.06,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,126.19,127.71
360752,6326517,1159.99,G0806838,0.02,0.03,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,127.71,129.24
360752,6326516,1158.56,G0806839,0.05,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,129.24,130.76
360751,6326516,1157.13,G0806841,0.05,0.11,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.91,130.76,131.67
360751,6326516,1156.27,G0806842,0.11,0.17,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.22,131.67,132.89
360751,6326516,1155.12,G0806843,0.07,0.08,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,132.89,134.42
360750,6326516,1153.69,G0806844,0.07,0.05,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,134.42,135.94
360750,6326515,1152.26,G0806845,0.11,0.05,2,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.37,135.94,137.31
360749,6326515,1150.97,G0806846,0.53,0.40,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.07,137.31,138.38
360749,6326515,1149.97,G0806847,0.26,0.22,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.22,138.38,139.60
360749,6326515,1148.82,G0806848,0.09,0.07,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.98,139.60,141.58
360748,6326515,1146.96,G0806849,0.38,0.12,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.37,141.58,142.95
360748,6326514,1145.67,G0806851,0.31,0.11,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,142.95,144.48
360747,6326514,1144.24,G0806852,0.14,0.12,0.1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,144.48,146.00
360747,6326514,1142.81,G0806853,0.11,0.14,0.1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,146.00,147.52
360746,6326514,1141.37,G0806854,1.16,1.70,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,147.52,149.05
360746,6326513,1139.94,G0806855,1.21,0.88,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,149.05,150.57
360745,6326513,1138.51,G0806856,0.48,0.81,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,150.57,152.10
360745,6326513,1137.08,G0806857,1.10,0.62,,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,152.10,153.62
360744,6326513,1135.65,G0806858,2.64,2.03,2,2,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,153.62,155.14
360744,6326513,1134.21,G0806859,0.80,1.04,3,3,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,155.14,156.67
360743,6326512,1132.78,G0806861,0.40,1.51,2,2,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,156.67,158.19
360743,6326512,1131.35,G0806862,0.41,1.14,2,2,6000,Breccia,TRK08-01,Interval,245,70,1.52,158.19,159.72
360742,6326512,1129.92,G0806863,1.28,0.69,2,3,6000,Breccia,TRK08-01,Interval,245,70,1.52,159.72,161.24
360742,6326512,1128.48,G0806864,1.14,0.75,1,2,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.52,161.24,162.76
360742,6326511,1127.05,G0806865,1.58,1.03,3,3,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.52,162.76,164.29
360741,6326511,1125.62,G0806866,1.35,1.14,4,4,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.52,164.29,165.81
360741,6326511,1124.19,G0806867,3.20,2.29,5,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.71,165.81,167.52
360740,6326511,1122.58,G0806868,6.97,4.23,5,7,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,0.94,167.52,168.46
360740,6326511,1121.70,G0806869,0.90,0.90,2,1,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.92,168.46,170.38
360739,6326510,1119.89,G0806871,1.93,0.12,1,2,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.04,170.38,171.42
360739,6326510,1118.92,G0806872,5.59,0.06,1,1,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,2.01,171.42,173.43
360738,6326510,1117.03,G0806873,2.72,0.00,3,3,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,0.85,173.43,174.28
360738,6326510,1116.23,G0806874,3.64,0.61,5,4,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.40,174.28,175.69
360738,6326510,1114.91,G0806875,2.70,1.39,30,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,0.52,175.69,176.20
360737,6326510,1114.42,G0806876,3.51,0.48,10,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.55,176.20,177.76
360737,6326509,1112.96,G0806877,3.22,1.06,20,5,3100,"Breccia, Mineralized",TRK08-01,Interval,245,70,1.13,177.76,178.89
360737,6326509,1111.90,G0806878,0.64,0.14,3,2,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,0.64,178.89,179.53
360736,6326509,1111.30,G0806879,0.23,0.08,1,1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,179.53,181.05
360736,6326509,1109.87,G0806881,0.32,0.10,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,181.05,182.58
360735,6326509,1108.44,G0806882,0.11,0.04,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,182.58,184.10
360735,6326508,1107.00,G0806883,0.03,0.01,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,184.10,185.62
360734,6326508,1105.57,G0806884,0.11,0.02,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,185.62,187.15
360734,6326508,1104.14,G0806885,0.04,0.02,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,187.15,188.67
360734,6326508,1102.71,G0806886,0.01,0.01,1,0.1,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,188.67,190.20
360733,6326508,1101.27,G0806887,0.01,0.00,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,190.20,191.72
360733,6326507,1099.84,G0806888,0.02,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,191.72,193.24
360732,6326507,1098.41,G0806889,0.02,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,Interval,245,70,1.52,193.24,194.77
360732,6326507,1096.98,G0806891,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-01,EOH,245,70,1.83,194.77,196.60
360792,6326535,1280.00,COLLAR,,,,,0,Casing/Overburden,TRK08-02,Collar,360,90,6.10,0.00,6.10
360792,6326535,1273.90,G0806892,0.00,0.03,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.22,6.10,7.32
360792,6326535,1272.68,G0806893,0.00,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,7.32,8.84
360792,6326535,1271.16,G0806894,0.01,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,8.84,10.36
360792,6326535,1269.64,G0806895,0.00,0.01,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,10.36,11.89
360792,6326535,1268.11,G0806896,0.00,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.51,11.89,13.39
360792,6326535,1266.61,G0806897,0.01,0.04,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.54,13.39,14.94
360792,6326535,1265.06,G0806898,0.11,0.08,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,14.94,16.46
360792,6326535,1263.54,G0806899,0.03,0.03,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,16.46,17.98
360792,6326535,1262.02,G0806901,0.02,0.04,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,17.98,19.51
360792,6326535,1260.49,G0806902,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,19.51,21.03
360792,6326535,1258.97,G0806903,0.00,0.02,0.1,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.66,21.03,22.69
360792,6326535,1257.31,G0806904,0.00,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.39,22.69,24.08
360792,6326535,1255.92,G0806905,0.00,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,24.08,25.60
360792,6326535,1254.40,G0806906,0.00,0.04,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,25.60,27.13
360792,6326535,1252.87,G0806907,0.00,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,27.13,28.65
360792,6326535,1251.35,G0806908,0.00,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.91,28.65,29.57
360792,6326535,1250.43,G0806909,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.34,29.57,30.91
360792,6326535,1249.09,G0806911,1.33,0.11,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.58,30.91,32.49
360792,6326535,1247.51,G0806912,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.73,32.49,33.22
360792,6326535,1246.78,G0806913,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,33.22,34.75
360792,6326535,1245.25,G0806914,0.01,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,34.75,36.27
360792,6326535,1243.73,G0806915,0.03,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,36.27,37.80
360792,6326535,1242.20,G0806916,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,37.80,39.32
360792,6326535,1240.68,G0806917,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,39.32,40.84
360792,6326535,1239.16,G0806918,0.03,0.04,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,40.84,42.37
360792,6326535,1237.63,G0806919,0.01,0.01,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,42.37,43.89
360792,6326535,1236.11,G0806921,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,43.89,45.42
360792,6326535,1234.58,G0806922,0.02,0.02,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,2.07,45.42,47.49
360792,6326535,1232.51,G0806923,0.01,0.01,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.98,47.49,48.46
360792,6326535,1231.54,G0806924,0.01,0.06,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,48.46,49.99
360792,6326535,1230.01,G0806925,0.00,0.16,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,49.99,51.51
360792,6326535,1228.49,G0806926,0.00,0.15,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,51.51,53.04
360792,6326535,1226.96,G0806927,0.00,0.11,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,53.04,54.56
360792,6326535,1225.44,G0806928,0.00,0.10,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,54.56,56.08
360792,6326535,1223.92,G0806929,0.00,0.20,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,56.08,57.61
360792,6326535,1222.39,G0806931,0.00,0.16,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,57.61,59.13
360792,6326535,1220.87,G0806932,0.00,0.07,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,59.13,60.66
360792,6326535,1219.34,G0806933,0.00,0.03,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,60.66,62.18
360792,6326535,1217.82,G0806934,0.00,0.07,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,62.18,63.70
360792,6326535,1216.30,G0806935,0.00,0.50,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,63.70,65.23
360792,6326535,1214.77,G0806936,0.01,0.14,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,65.23,66.75
360792,6326535,1213.25,G0806937,0.01,0.11,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,66.75,68.28
360792,6326535,1211.72,G0806938,0.01,0.05,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,68.28,69.80
360792,6326535,1210.20,G0806939,0.01,0.06,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.76,69.80,70.56
360792,6326535,1209.44,G0806941,0.01,0.17,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,0.76,70.56,71.32
360792,6326535,1208.68,G0806942,0.01,0.06,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,71.32,72.85
360792,6326535,1207.15,G0806943,0.01,1.10,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,72.85,74.37
360792,6326535,1205.63,G0806944,0.08,3.59,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,74.37,75.90
360792,6326535,1204.10,G0806945,0.14,6.52,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,75.90,77.42
360792,6326535,1202.58,G0806946,0.11,4.08,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,77.42,78.94
360792,6326535,1201.06,G0806947,0.06,1.08,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,78.94,80.47
360792,6326535,1199.53,G0806948,0.10,1.38,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,80.47,81.99
360792,6326535,1198.01,G0806949,0.02,0.72,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,81.99,83.52
360792,6326535,1196.48,G0806951,0.01,0.76,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,83.52,85.04
360792,6326535,1194.96,G0806952,0.00,0.10,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.46,85.04,86.50
360792,6326535,1193.50,G0806953,0.00,0.14,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.77,86.50,88.27
360792,6326535,1191.73,G0806954,0.00,0.14,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.34,88.27,89.61
360792,6326535,1190.39,G0806955,0.01,1.59,,,200,Plag-phyric Andesite,TRK08-02,Interval,360,90,1.52,89.61,91.14
360792,6326535,1188.86,G0806956,0.02,4.31,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.52,91.14,92.66
360792,6326535,1187.34,G0806957,0.01,3.70,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.40,92.66,94.06
360792,6326535,1185.94,G0806958,0.01,0.22,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,1.65,94.06,95.71
360792,6326535,1184.29,G0806959,0.01,0.17,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-02,Interval,360,90,2.19,95.71,97.90
