UTM_East,UTM_North,elev_m,sampleid,copper,gold,py,cpy,lith,Lithology,Hole ID,Type,Azimuth,Dip,Thick_m,From_m,To_m
360825,6326550,1180.61,H436193,0.01,0.07,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,105.77,107.29
360825,6326551,1179.18,H436194,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.49,107.29,108.78
360826,6326551,1177.78,H436195,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,0.85,108.78,109.64
360826,6326551,1176.98,H436196,0.09,0.81,0.1,0.1,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.94,109.64,111.57
360827,6326551,1175.16,H436197,0.05,1.49,0.1,0.1,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.97,111.57,113.54
360827,6326551,1173.31,H436198,0.01,0.11,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.37,113.54,114.91
360828,6326552,1172.02,H436199,0.04,0.09,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,114.91,116.43
360828,6326552,1170.59,H436201,0.03,0.11,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,116.43,117.96
360829,6326552,1169.16,H436202,0.03,0.10,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,117.96,119.48
360829,6326552,1167.72,H436203,0.05,0.20,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,119.48,121.01
360830,6326552,1166.29,H436204,0.07,0.28,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,121.01,122.53
360830,6326553,1164.86,H436205,0.02,0.07,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,122.53,124.05
360830,6326553,1163.43,H436206,0.08,0.26,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,2.50,124.05,126.55
360831,6326553,1161.08,H436207,0.01,0.03,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.40,126.55,127.96
360832,6326553,1159.76,H436208,0.05,0.09,1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,0.58,127.96,128.53
360832,6326554,1159.22,H436209,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.74,128.53,130.27
360832,6326554,1157.58,H436211,0.01,0.01,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.75,130.27,132.02
360833,6326554,1155.94,H436212,0.08,0.06,0.1,0.1,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.17,132.02,133.20
360833,6326554,1154.84,H436213,0.23,0.15,1,0.1,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,133.20,134.72
360834,6326554,1153.40,H436214,0.04,0.37,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,134.72,136.25
360834,6326555,1151.97,H436215,0.02,0.08,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,136.25,137.77
360835,6326555,1150.54,H436216,0.02,0.08,0.1,,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,137.77,139.29
360835,6326555,1149.11,H436217,0.04,0.12,1,0.1,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.52,139.29,140.82
360836,6326555,1147.67,H436218,0.06,0.51,0.1,0.1,200,Plag-phyric Andesite,TRK08-03,Interval,65,70,1.77,140.82,142.59
360836,6326556,1146.01,H436219,0.03,0.22,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.28,142.59,143.87
360837,6326556,1144.81,H436221,0.06,0.24,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,143.87,145.39
360837,6326556,1143.38,H436222,0.75,2.64,5,5,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.94,145.39,146.33
360837,6326556,1142.49,H436223,0.08,0.13,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,2.10,146.33,148.44
360838,6326556,1140.51,H436224,0.01,0.02,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,148.44,149.96
360838,6326557,1139.08,H436225,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,149.96,151.49
360839,6326557,1137.65,H436226,0.01,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,151.49,153.01
360839,6326557,1136.22,H436227,0.07,0.07,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,153.01,154.53
360840,6326557,1134.79,H436228,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,154.53,156.06
360840,6326558,1133.35,H436229,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.83,156.06,157.89
360841,6326558,1131.64,H436231,0.01,0.05,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.22,157.89,159.11
360841,6326558,1130.49,H436232,0.21,0.42,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,159.11,160.63
360842,6326558,1129.06,H436233,0.21,0.51,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,160.63,162.15
360842,6326558,1127.63,H436234,0.05,0.19,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,162.15,163.68
360843,6326559,1126.19,H436235,0.02,0.13,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,163.68,165.20
360843,6326559,1124.76,H436236,0.01,0.18,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,165.20,166.73
360844,6326559,1123.33,H436237,0.00,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,166.73,168.25
360844,6326559,1121.90,H436238,0.01,0.07,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,168.25,169.77
360845,6326560,1120.47,H436239,0.09,0.38,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,169.77,171.30
360845,6326560,1119.03,H436241,0.08,0.14,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,171.30,172.82
360846,6326560,1117.60,H436242,0.07,0.12,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,172.82,174.35
360846,6326560,1116.17,H436243,0.03,0.04,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,174.35,175.87
360847,6326560,1114.74,H436244,0.04,0.07,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,175.87,177.39
360847,6326561,1113.30,H436245,0.15,0.25,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,177.39,178.92
360847,6326561,1111.87,H436246,0.06,0.15,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,178.92,180.44
360848,6326561,1110.44,H436247,0.41,0.36,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,180.44,181.97
360848,6326561,1109.01,H436248,0.14,0.17,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,181.97,183.49
360849,6326562,1107.58,H436249,0.40,0.29,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,183.49,185.01
360849,6326562,1106.14,H436251,0.89,1.14,1,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,185.01,186.54
360850,6326562,1104.71,H436252,0.24,0.25,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,186.54,188.06
360850,6326562,1103.28,H436253,0.20,0.10,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.76,188.06,188.82
360851,6326562,1102.56,H436254,1.88,3.86,5,7,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.64,188.82,189.46
360851,6326562,1101.96,H436255,0.45,0.37,1,3,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.81,189.46,190.27
360851,6326563,1101.20,H436256,0.04,0.04,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,0.84,190.27,191.11
360851,6326563,1100.42,H436257,0.13,0.09,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,191.11,192.63
360852,6326563,1098.98,H436258,0.32,0.26,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,192.63,194.16
360852,6326563,1097.55,H436259,0.16,0.16,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,194.16,195.68
360853,6326563,1096.12,H436261,0.16,0.10,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,195.68,197.21
360853,6326564,1094.69,H436262,0.21,0.22,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,197.21,198.73
360854,6326564,1093.26,H436263,0.11,0.07,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,198.73,200.25
360854,6326564,1091.82,H436264,0.15,0.14,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,200.25,201.78
360855,6326564,1090.39,H436265,0.33,0.18,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,201.78,203.30
360855,6326564,1088.96,H436266,0.13,0.09,1,1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,203.30,204.83
360855,6326565,1087.53,H436267,0.08,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,204.83,206.35
360856,6326565,1086.09,H436268,0.68,0.62,3,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,Interval,65,70,1.52,206.35,207.87
360856,6326565,1084.66,H436269,0.66,0.58,2,2,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-03,EOH,65,70,1.62,207.87,209.49
360857,6326422,1227.00,COLLAR,,,,,0,Casing/Overburden,TRK08-04,Collar,257,80,7.62,0.00,7.62
360856,6326422,1219.50,H436271,0.01,0.02,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.22,7.62,8.84
360856,6326422,1218.30,H436272,0.02,0.04,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,8.84,10.36
360855,6326422,1216.79,H436273,0.04,0.07,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,10.36,11.89
360855,6326422,1215.29,H436274,0.03,0.07,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,11.89,13.41
360855,6326421,1213.79,H436275,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,13.41,14.94
360854,6326421,1212.29,H436276,0.02,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,14.94,16.46
360854,6326421,1210.79,H436277,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.83,16.46,18.29
360854,6326421,1208.99,H436278,0.05,0.06,2,1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.22,18.29,19.51
360854,6326421,1207.79,H436279,0.06,0.10,1,0.1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.52,19.51,21.03
360853,6326421,1206.29,H436281,0.06,0.05,1,0.1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.52,21.03,22.56
360853,6326421,1204.79,H436282,0.04,0.05,1,0.1,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.52,22.56,24.08
360853,6326421,1203.29,H436283,0.06,0.08,3,2,3100,"Breccia, Mineralized",TRK08-04,Interval,257,80,1.19,24.08,25.27
360853,6326421,1202.12,H436284,0.03,0.09,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.91,25.27,26.18
360853,6326421,1201.22,H436285,0.02,0.03,0.1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.94,26.18,27.13
360852,6326421,1200.28,H436286,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,27.13,28.65
360852,6326421,1198.78,H436287,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,28.65,30.18
360852,6326421,1197.28,H436288,0.06,0.05,1,0.1,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,30.18,31.70
360852,6326421,1195.78,H436289,0.03,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,31.70,33.22
360851,6326421,1194.28,H436291,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,33.22,34.75
360851,6326421,1192.78,H436292,0.05,0.09,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,34.75,36.27
360851,6326421,1191.28,H436293,0.09,0.25,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,36.27,37.80
360851,6326421,1189.78,H436294,0.07,0.15,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,37.80,39.32
360850,6326420,1188.28,H436295,0.03,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,39.32,40.84
360850,6326420,1186.78,H436296,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,40.84,42.37
360850,6326420,1185.28,H436297,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,42.37,43.89
360850,6326420,1183.78,H436298,0.01,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,43.89,45.42
360849,6326420,1182.27,H436299,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,45.42,46.94
360849,6326420,1180.77,H436301,0.04,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,46.94,48.46
360849,6326420,1179.27,H436302,0.06,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,48.46,49.99
360849,6326420,1177.77,H436303,0.06,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.63,49.99,51.62
360848,6326420,1176.17,H436304,0.03,0.11,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.47,51.62,52.09
360848,6326420,1175.70,H436305,0.01,0.07,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.96,52.09,53.05
360848,6326420,1174.76,H436306,0.02,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.51,53.05,54.56
360848,6326420,1173.27,H436307,0.06,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,54.56,56.08
360848,6326420,1171.77,H436308,0.01,0.12,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,56.08,57.61
360847,6326420,1170.27,H436309,0.01,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,57.61,59.13
360847,6326420,1168.77,H436311,0.02,0.05,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,59.13,60.66
360847,6326420,1167.27,H436312,0.03,0.11,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,60.66,62.18
360846,6326420,1165.77,H436313,0.05,0.07,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,62.18,63.70
360846,6326420,1164.26,H436314,0.02,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,63.70,65.23
360846,6326419,1162.76,H436315,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,65.23,66.75
360846,6326419,1161.26,H436316,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,66.75,68.28
360845,6326419,1159.76,H436317,0.01,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,68.28,69.80
360845,6326419,1158.26,H436318,0.01,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,69.80,71.32
360845,6326419,1156.76,H436319,0.03,0.04,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,71.32,72.85
360845,6326419,1155.26,H436321,0.08,4.49,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,72.85,74.37
360844,6326419,1153.76,H436322,0.01,0.06,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,74.37,75.90
360844,6326419,1152.26,H436323,0.02,0.01,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,75.90,77.42
360844,6326419,1150.76,H436324,0.01,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,77.42,78.94
360844,6326419,1149.26,H436325,0.02,0.03,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,2.41,78.94,81.35
360843,6326419,1146.88,H436326,0.01,0.02,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.64,81.35,81.99
360843,6326419,1146.25,H436327,0.00,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,81.99,83.52
360843,6326419,1144.75,H436328,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,83.52,85.04
360843,6326419,1143.25,H436329,0.00,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,85.04,86.56
360842,6326419,1141.75,H436331,0.01,0.03,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,86.56,88.09
360842,6326419,1140.25,H436332,0.02,0.09,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,88.09,89.61
360842,6326418,1138.75,H436333,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,89.61,91.14
360842,6326418,1137.25,H436334,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,91.14,92.66
360841,6326418,1135.75,H436335,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,92.66,94.18
360841,6326418,1134.25,H436336,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,94.18,95.71
360841,6326418,1132.75,H436337,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,95.71,97.23
360841,6326418,1131.25,H436338,0.00,0.00,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,97.23,98.76
360840,6326418,1129.75,H436339,0.00,0.00,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,98.76,100.28
360840,6326418,1128.24,H436341,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,100.28,101.80
360840,6326418,1126.74,H436342,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,101.80,103.33
360840,6326418,1125.24,H436343,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,103.33,104.85
360839,6326418,1123.74,H436344,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,104.85,106.38
360839,6326418,1122.24,H436345,0.00,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,106.38,107.90
360839,6326418,1120.74,H436346,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,107.90,109.42
360838,6326418,1119.24,H436347,0.00,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,109.42,110.95
360838,6326418,1117.74,H436348,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,110.95,112.47
360838,6326418,1116.24,H436349,0.00,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,112.47,114.00
360838,6326418,1114.74,H436351,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,114.00,115.52
360837,6326417,1113.24,H436352,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,115.52,117.04
360837,6326417,1111.73,H436353,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,117.04,118.57
360837,6326417,1110.23,H436354,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,118.57,120.09
360837,6326417,1108.73,H436355,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,120.09,121.62
360836,6326417,1107.23,H436356,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,121.62,123.14
360836,6326417,1105.73,H436357,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,123.14,124.66
360836,6326417,1104.23,H436358,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,124.66,126.19
360836,6326417,1102.73,H436359,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,126.19,127.71
360835,6326417,1101.23,H436361,0.02,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,127.71,129.24
360835,6326417,1099.73,H436362,0.02,0.00,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,129.24,130.76
360835,6326417,1098.23,H436363,0.04,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,130.76,132.28
360835,6326417,1096.73,H436364,0.02,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,132.28,133.81
360834,6326417,1095.23,H436365,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,133.81,135.33
360834,6326417,1093.72,H436366,0.03,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,135.33,136.86
360834,6326417,1092.22,H436367,0.02,0.01,3,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,136.86,138.38
360834,6326417,1090.72,H436368,0.04,0.02,5,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,138.38,139.90
360833,6326417,1089.22,H436369,0.05,0.02,2,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,139.90,141.43
360833,6326416,1087.72,H436371,0.01,0.01,1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,141.43,142.95
360833,6326416,1086.22,H436372,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,142.95,144.48
360833,6326416,1084.72,H436373,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,144.48,146.00
360832,6326416,1083.22,H436374,0.02,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,146.00,147.52
360832,6326416,1081.72,H436375,0.01,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.80,147.52,149.32
360832,6326416,1079.95,H436376,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.38,149.32,149.70
360832,6326416,1079.57,H436377,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,0.87,149.70,150.57
360832,6326416,1078.72,H436378,0.02,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,150.57,152.10
360831,6326416,1077.22,H436379,0.03,0.02,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,152.10,153.62
360831,6326416,1075.71,H436381,0.03,0.01,0.1,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,153.62,155.14
360831,6326416,1074.21,H436382,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,155.14,156.67
360830,6326416,1072.71,H436383,0.00,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,156.67,158.19
360830,6326416,1071.21,H436384,0.00,0.01,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,158.19,159.72
360830,6326416,1069.71,H436385,0.01,0.00,,,275,"Volcaniclastic, Plag-phyric Conglomerate",TRK08-04,Interval,257,80,1.52,159.72,161.24
