X,Y,sampleid,sample_typ,length_m,longitude,latitude,date,geologist,project,company,py,cp,sph,cc,gal,min_other,hem,mag_sus,conductivi,mal,bloom,carb,fe_carb,clay,chl,epi,sericite,quartz,albite,actinolite,biotite,ksp,alt_other,alt_assemb,ag_ppm,al_pc,as_ppm,au_ppm,b_ppm,ba_ppm,be_ppm,bi_ppm,ca_pc,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_pc,cu_ppm,dy_ppm,er_ppm,eu_ppm,fe_pc,ga_ppm,gd_ppm,ge_ppm,hf_ppm,hg_ppm,ho_ppm,in_ppm,k_pc,la_ppm,li_ppm,lu_ppm,mg_pc,mn_ppm,mo_ppm,na_pc,nb_ppm,nd_ppm,ni_ppm,p_ppm,pb_pc,pb_ppm,pd_ppm,pr_ppm,pt_ppm,rb_ppm,re_ppm,s_pc,sb_ppm,sc_ppm,se_ppm,sm_ppm,sn_ppm,sr_ppm,ta_ppm,tb_ppm,te_ppm,th_ppm,ti_pc,tl_ppm,tm_ppm,u_ppm,v_ppm,w_ppm,y_ppm,yb_ppm,zn_pc,zn_ppm,zr_ppm,source,remarks,lithology
-12727795.6883552,5647429.24545761,Y460846,Duplicate,,-114.335734,45.164331,2018-10-02 19:31:23,Austin Steiner,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.004,1.68,13.75,0.001,-10,110.5,0.57,0.966,0.04,-0.001,36.6,20.9,21.6,3.52,,81.4,,,,3.18,7.04,,0.149,0.07,0.004,,0.045,0.71,16.85,15.1,,0.48,42.1,0.29,0.01,1.035,,15.4,,,2.49,-0.001,,-0.002,77.3,-0.001,-0.01,0.087,2.56,0.1,,2.24,9.67,-0.005,,0.02,11.5,0.13,0.434,,1.96,25.2,0.45,3.3,,,15.6,2.71,VA18269159,Duplicate of Y460845,
-12727955.9884219,5646592.8201659,Y460847,Soil,,-114.337174,45.159033,2018-10-02 21:21:58,Austin Steiner,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.034,2.63,8.97,0,-10,277,0.75,0.423,0.13,0.027,24.4,19.25,20.1,3.82,,42.2,,,,2.52,8.47,,0.071,0.228,0.007,,0.031,0.51,11.2,22.2,,0.35,181,0.33,0.02,1.765,,23,,,6.33,-0.001,,0.002,62.7,-0.001,-0.01,0.105,2.72,-0.1,,1.84,19.9,-0.005,,0.02,5.77,0.14,0.347,,0.976,29,0.356,4.56,,,28.8,11.5,VA18269159,"14"" Tan silt, post 8",
-12734751.2640984,5654159.31628417,Y460872,Soil,,-114.398217,45.206942,2018-09-26T15:59:40Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.005,1.29,0.62,0,-10,80.6,0.47,0.048,0.13,0.01,5.41,2.54,32.6,5.56,,1.45,,,,1.17,5.9,,0.064,0.015,0.004,,0.008,0.65,1.84,18.5,,0.67,84.5,0.06,0.01,0.865,,12.2,,,2.41,-0.001,,-0.002,95.7,-0.001,-0.01,0.026,5.41,-0.1,,0.62,19.3,-0.005,,-0.01,4.98,0.09,0.337,,0.698,43.6,0.034,6.25,,,13.9,0.64,VA18255457,tan silt,
-12734721.2078359,5654191.23259028,Y460873,Soil,,-114.397947,45.207144,2018-09-26T16:34:53Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.009,1.81,1.43,0,-10,235,0.57,0.063,0.2,0.043,41.1,6.73,46.8,6.89,,4.93,,,,2.49,9.24,,0.139,0.04,0.007,,0.026,1.06,12.95,27,,0.74,254,0.2,0.01,2.77,,26.4,,,4.77,-0.001,,-0.002,125,-0.001,-0.01,0.066,6.16,0.1,,1.13,15.8,-0.005,,0.01,8.44,0.18,0.509,,1.6,45.8,0.115,9.97,,,25.4,1.67,VA18255457,tan silt,
-12734501.4631611,5654181.12048103,Y460874,Soil,,-114.395973,45.20708,2018-09-26T17:17:47Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.01,1.85,3,0,-10,175,0.92,0.213,0.25,0.098,43.2,6.54,28.9,6.02,,10.1,,,,2.25,7.58,,0.132,0.058,0.012,,0.019,0.76,18.95,31.6,,0.46,468,0.27,0.01,3.03,,14.25,,,18.25,-0.001,,-0.002,119.5,-0.001,-0.01,0.159,5.36,0.1,,1.63,24,-0.005,,0.02,10.2,0.15,0.517,,2.43,38.7,0.173,14.35,,,30.8,2.65,VA18255457,tan dirt,
-12734238.4152043,5654177.01243989,Y460875,Soil,,-114.39361,45.207054,2018-09-26T17:59:08Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.026,1.68,2.76,0,-10,178,0.95,0.145,0.23,0.074,39.7,4.52,33.8,5.39,,4.45,,,,1.77,6.59,,0.103,0.033,0.007,,0.018,0.67,18.6,30,,0.42,296,0.19,0.01,2.02,,12.35,,,7.24,-0.001,,-0.002,116.5,-0.001,-0.01,0.119,6.62,-0.1,,0.99,17.5,-0.005,,0.01,11.1,0.14,0.479,,1.44,37.8,0.129,9.03,,,25.5,1.51,VA18255457,tan dirt,
-12733979.3747493,5654167.37435076,Y460876,Soil,,-114.391283,45.206993,2018-09-26T18:26:16Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.03,2.16,3.12,0,-10,184,1.35,0.136,0.35,0.066,48.2,10.3,59,6.78,,9.71,,,,2.79,9.2,,0.155,0.032,0.013,,0.017,1.02,21.2,40.6,,0.81,409,0.25,0.01,3.54,,27,,,9.48,-0.001,,-0.002,172.5,-0.001,-0.01,0.121,4.99,0.1,,1.69,19.85,-0.005,,0.01,16.55,0.2,0.681,,2.06,41.7,0.132,18.1,,,37.4,1.48,VA18255457,tan dirt,
-12733724.4531153,5654160.58029413,Y460877,Soil,,-114.388993,45.20695,2018-09-26T19:01:30Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.002,1.43,2.3,0,-10,59.8,1.17,0.243,0.44,0.023,224,6.32,11.95,7.48,,18.3,,,,2.42,6.58,,0.47,0.011,0.005,,0.015,0.73,125.5,28.9,,0.3,130,0.19,0.01,1.7,,7.08,,,14.35,-0.001,,-0.002,154.5,0.001,-0.01,0.055,4.08,-0.1,,2,16,-0.005,,0.01,43.5,0.12,0.757,,7.31,23.9,0.162,126,,,19.4,0.87,VA18255457,tan dirt/sand,
-12733466.9711331,5654151.4162259,Y460878,Soil,,-114.38668,45.206892,2018-09-26T19:38:14Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.005,1.7,1.34,0,-10,108.5,1.16,0.193,0.4,0.033,258,5.45,12,7.64,,7.92,,,,2.22,7.83,,0.464,0.014,0.012,,0.018,0.77,113,46,,0.27,199.5,0.19,0.01,8.02,,6.04,,,10.75,-0.001,,-0.002,178,-0.001,-0.01,0.068,5.33,0.1,,3,13.8,-0.005,,0.01,43.5,0.15,0.742,,10.85,25.7,0.201,104.5,,,18.8,1.21,VA18255457,tan dirt/sand,
-12733203.7005374,5654147.30819834,Y460879,Soil,,-114.384315,45.206866,2018-09-26T20:01:41Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.003,1.64,1.96,0,-10,102,1.29,0.171,0.19,0.025,80.2,5.79,13.7,7.62,,7.12,,,,2.22,8.3,,0.239,0.019,0.008,,0.017,0.73,49.5,41.6,,0.31,152,0.24,0.01,3.76,,8.2,,,8.99,-0.001,,-0.002,185,-0.001,-0.01,0.083,4.24,0.2,,2.29,12.8,-0.005,,0.01,37,0.16,0.741,,2.88,26.5,0.174,44.7,,,19.3,0.97,VA18255457,tan silt,
-12732938.6488298,5654139.25014974,Y460880,Soil,,-114.381934,45.206815,2018-09-26T20:28:19Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.012,3.22,5.23,0,-10,210,1.55,0.296,0.18,0.043,107,9.89,22.9,7.73,,14.35,,,,2.91,12.65,,0.201,0.154,0.016,,0.033,0.58,50.2,54.9,,0.39,245,0.66,0.01,5.44,,17.2,,,15.75,-0.001,,-0.002,187.5,-0.001,-0.01,0.221,5.11,0.1,,2.49,17.85,-0.005,,0.03,31,0.19,0.617,,4.21,44.3,0.443,35.1,,,46.1,6.55,VA18255457,tan dirt,
-12732681.7234451,5654128.1900948,Y460881,Soil,,-114.379626,45.206745,2018-09-26T20:48:08Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.005,2.17,3.84,0,-10,137,1.24,0.225,0.14,0.044,90.5,7.29,16.45,5.65,,10.7,,,,2.38,8.83,,0.17,0.075,0.017,,0.023,0.51,42.9,33.4,,0.32,180.5,0.45,0.01,4.17,,11.75,,,10.7,-0.001,,-0.002,139.5,-0.001,-0.01,0.156,3.87,-0.1,,1.74,10.55,-0.005,,0.02,26.3,0.16,0.465,,4.14,30.8,0.306,32.6,,,29.7,3.74,VA18255457,tan dirt,
-12732423.4622264,5654116.02405008,Y460882,Soil,,-114.377306,45.206668,2018-09-26T21:10:33Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.01,2.76,2.66,0.001,-10,177.5,0.93,0.162,0.26,0.036,32.4,17.75,42.8,5.24,,19.75,,,,3.37,10.2,,0.114,0.081,0.011,,0.027,0.74,17.4,39.2,,1.05,266,0.35,0.01,2.46,,33.8,,,6.77,-0.001,,-0.002,121.5,-0.001,-0.01,0.136,4.79,0.2,,1.25,15.55,-0.005,,0.02,11.85,0.22,0.502,,2.06,54.5,0.209,13,,,50.7,3.11,VA18255457,tan silt,
-12732164.3104519,5654113.81204371,Y460883,Soil,,-114.374978,45.206654,2018-09-26T21:33:37Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.01,3.01,3.55,0,-10,180,1.68,0.221,0.16,0.051,50.4,10.4,22.2,6.75,,14,,,,2.81,11.55,,0.14,0.102,0.023,,0.033,0.6,25.6,51.5,,0.47,268,0.5,0.02,4.95,,18.85,,,10.85,-0.001,,-0.002,152.5,-0.001,-0.01,0.171,4.91,0.1,,2.22,14.55,-0.005,,0.02,14.6,0.2,0.527,,1.985,43.8,0.348,12.9,,,37.4,4.8,VA18255457,tan dirt,
-12731901.3738146,5654106.22802604,Y460884,Soil,,-114.372616,45.206606,2018-09-26T22:04:27Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.006,2.49,3.07,0,-10,164.5,1.56,0.187,0.12,0.041,86.9,9.55,21.6,9.44,,11.4,,,,3.03,10.25,,0.227,0.102,0.017,,0.025,0.8,42.8,51.4,,0.42,253,0.39,0.01,5.24,,13.3,,,9.83,-0.001,,-0.002,204,-0.001,-0.01,0.163,5.39,0.2,,2.36,11.05,-0.005,,0.02,26.1,0.21,0.753,,3.98,37.9,0.305,24.2,,,37.4,4.8,VA18255457,tan dirt,
-12734882.955056,5650291.96210844,Y460892,Soil,,-114.3994,45.18246,2018-09-27T21:02:03Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.015,1.86,2.37,0,-10,223,0.98,0.152,0.33,0.103,46.7,8.53,23,4.8,,16.35,,,,1.72,6.47,,0.112,0.188,0.013,,0.025,0.64,20.7,22.3,,0.56,423,0.24,0.01,1.82,,15.4,,,5.82,-0.001,,-0.002,65.6,-0.001,-0.01,0.126,4.4,0.1,,1.3,23.2,-0.005,,0.03,6.63,0.11,0.242,,0.883,26.8,0.144,12.2,,,30.4,9.55,VA18255457,tan dirt,
-12735145.6690543,5650312.49345782,Y460893,Soil,,-114.40176,45.18259,2018-09-27T21:23:19Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.023,2.17,2.74,0,-10,263,1.04,0.164,0.36,0.135,50.1,15.2,30.8,4.96,,20,,,,2.1,7.1,,0.118,0.175,0.019,,0.028,0.68,21.7,26.7,,0.61,564,0.41,0.02,1.99,,17.3,,,5.96,-0.001,,-0.002,73.9,-0.001,0.01,0.133,4.98,0.2,,1.35,29.3,-0.005,,0.02,6.02,0.12,0.268,,0.9,29.5,0.17,11.7,,,48.7,8.32,VA18255457,brown dirt,
-12735393.9115188,5650315.65213112,Y460894,Soil,,-114.40399,45.18261,2018-09-27T21:52:06Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.045,1.79,3.95,0,-10,345,0.82,0.171,0.63,0.171,32,11.1,18.95,4.87,,17.3,,,,1.85,5.55,,0.098,0.079,0.023,,0.024,0.57,14.35,25.2,,0.6,808,0.52,0.01,1.705,,17.2,,,6.42,-0.001,,-0.002,60.4,-0.001,-0.01,0.146,3.17,0.2,,0.84,60.3,-0.005,,0.02,3.82,0.1,0.238,,0.948,19.7,0.136,7.05,,,71,3.52,VA18255457,brown dirt,
-12735662.1914916,5650318.81080553,Y460895,Soil,,-114.4064,45.18263,2018-09-27T22:17:41Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.043,1.38,5.16,0,-10,140,0.82,0.121,0.29,0.082,38.3,8.65,15.9,2.58,,10.85,,,,1.68,4.64,,0.082,0.102,0.01,,0.015,0.46,17.45,19.5,,0.46,366,0.59,0.01,1.075,,15.2,,,4.16,-0.001,,-0.002,42.9,-0.001,-0.01,0.112,2.46,0.1,,0.6,23.4,-0.005,,0.02,5.72,0.06,0.186,,1.17,18,0.111,8.23,,,31,5.41,VA18255457,brown dirt,
-12735911.547151,5650329.86617469,Y460896,Soil,,-114.40864,45.1827,2018-09-27T22:43:58Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.073,1.44,5.98,0.001,-10,102,0.94,0.123,0.49,0.057,40.8,7.32,18.35,1.875,,20.6,,,,1.86,4.45,,0.087,0.093,0.011,,0.012,0.39,20.1,19.4,,0.59,181,0.53,0,0.665,,15.4,,,2.98,-0.001,,-0.002,32.7,-0.001,-0.01,0.113,2.06,0.1,,0.39,32,-0.005,,0.02,6.2,0.03,0.137,,1.19,20.2,0.059,10.2,,,21.4,4.9,VA18255457,brown dirt,
-12735181.2912913,5649009.63534347,Y460897,Soil,,-114.40208,45.17434,2018-09-28T16:28:48Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.019,1.12,1.43,0,-10,79.5,0.85,0.091,0.21,0.023,22,9.24,25.9,6.59,,9.06,,,,1.88,4.48,,0.097,0.037,0.004,,0.017,0.62,11.2,14.2,,0.68,177,0.29,0,0.995,,14.45,,,3.51,-0.001,,-0.002,70.7,-0.001,-0.01,0.091,3.19,0.1,,0.65,11.35,-0.005,,0.01,4.06,0.12,0.392,,0.773,29.2,0.087,5.32,,,28.7,1.64,VA18255457,tan silt,
-12734921.9168778,5648997.00249187,Y460898,Soil,,-114.39975,45.17426,2018-09-28T16:56:17Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.062,1.77,1.67,0,-10,260,0.8,0.131,0.22,0.069,20.6,6.83,16.35,4.93,,12.55,,,,1.64,5.75,,0.077,0.179,0.014,,0.021,0.46,10.1,21.3,,0.44,345,0.51,0.02,1.765,,14.7,,,5.02,-0.001,,-0.002,54.1,-0.001,-0.01,0.105,3.11,0.1,,0.9,21.2,-0.005,,0.02,3.69,0.11,0.284,,0.78,20.6,0.124,4.5,,,66.9,9.28,VA18255457,tan silt,
-12734659.2028795,5648990.68607273,Y460899,Soil,,-114.39739,45.17422,2018-09-28T17:42:32Z,Erich Schreier,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.055,2.05,1.75,0,-10,193.5,1.03,0.122,0.27,0.086,34.9,8.86,26.4,7.44,,13.2,,,,2.04,7.22,,0.118,0.173,0.013,,0.026,0.73,15.55,27.6,,0.71,502,0.28,0.01,1.675,,16.15,,,5.08,-0.001,,-0.002,83.9,-0.001,-0.01,0.116,5.42,0.1,,1.43,28.9,-0.005,,0.02,5.43,0.14,0.36,,0.506,31.5,0.134,6.44,,,37.8,7.78,VA18255457,tan dirt,
-12727882.8515165,5650075.91198184,Y460921,Soil,,-114.336517,45.181092,2018-09-25T19:19:00Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.017,1.97,2.15,0,-10,114.5,1.25,0.157,0.14,0.065,30.2,8.39,20.9,10.45,,26.5,,,,2.61,8.81,,0.17,0.051,0.005,,0.018,0.89,16.2,33.9,,0.39,255,0.18,0.01,4.01,,12.4,,,9.72,-0.001,,0.002,216,-0.001,-0.01,0.072,4.38,-0.1,,2.35,17.25,-0.005,,0.01,15.35,0.21,0.884,,1.63,30.4,0.225,14.6,,,26,1.95,VA18255456,"16"" Tan silt, post 222",
-12727628.931758,5650060.75076438,Y460922,Soil,,-114.334236,45.180996,2018-09-25T19:45:13Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.018,2.23,3.03,0,10,250,0.92,0.217,0.41,0.109,57.4,9.71,20.8,7.86,,16.6,,,,2.66,8.89,,0.189,0.22,0.014,,0.026,0.9,20.2,35.7,,0.41,655,0.27,0.01,5.74,,12.5,,,10.2,-0.001,,0.003,163.5,-0.001,-0.01,0.131,5.52,0.1,,2.39,39.1,-0.005,,0.01,15.6,0.2,0.656,,1.265,32.2,0.212,12.6,,,40.3,9.32,VA18255456,"16"" Tan silt, post 224",
-12727369.000747,5650053.48602341,Y460923,Soil,,-114.331901,45.18095,2018-09-25T20:09:32Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.012,1.66,2.03,0,-10,116.5,1,0.143,0.16,0.026,67.5,8.67,19.95,9.61,,14.15,,,,3,8.78,,0.247,0.087,0.009,,0.019,1.03,32.1,32,,0.51,211,0.14,0.01,3.14,,11.4,,,8.04,-0.001,,0.002,184.5,-0.001,-0.01,0.138,6.92,-0.1,,2.52,14.25,-0.005,,-0.01,38.4,0.22,0.801,,3.84,44.5,0.165,52.2,,,28.7,3.96,VA18255456,"16"" Tan silt, post 225",
-12727105.3961928,5650053.95981068,Y460924,Soil,,-114.329533,45.180953,2018-09-25T20:37:27Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.011,2.33,2.25,0,-10,249,1.07,0.133,0.28,0.025,91.4,13.4,82.6,10.1,,16.55,,,,3.74,10.8,,0.312,0.228,0.008,,0.028,1.41,41.1,38.3,,0.94,339,0.18,0.02,2.54,,32.5,,,7.04,0.001,,0.003,201,-0.001,0.01,0.088,8.1,0.1,,1.96,22.6,-0.005,,-0.01,26.2,0.29,0.87,,1.945,54.9,0.18,46.8,,,41.9,9.68,VA18255456,"16"" Tan silt, post 226",
-12726859.8253961,5650044.95785671,Y460925,Soil,,-114.327327,45.180896,2018-09-25T21:02:08Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.035,2.63,11.35,0,10,172,1.62,0.27,0.59,0.135,235,11.3,23.7,8.39,,20.6,,,,3.64,11.35,,0.404,0.191,0.037,,0.036,1.04,124,38.7,,0.49,722,0.53,0.01,6.7,,13.95,,,14.55,0.003,,0.003,178.5,0.001,0.02,0.275,9.79,0.3,,2.35,32.5,-0.005,,0.03,52.3,0.22,0.723,,4.12,53.6,0.325,112,,,51.4,8.86,VA18255456,"16"" Tan silt, post 227",
-12726608.4659859,5650025.53261831,Y460926,Soil,,-114.325069,45.180773,2018-09-25T21:29:31Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.026,3.22,8.33,0,-10,169,1.84,0.264,0.45,0.081,224,15.05,27.3,10.2,,56.8,,,,3.81,12.8,,0.478,0.347,0.019,,0.032,1.07,135,41,,0.57,495,0.38,0.01,4.29,,21.8,,,13.65,0.004,,0.004,196,0.001,-0.01,0.273,10.45,0.2,,2.79,34.4,-0.005,,0.03,43,0.23,0.96,,2.92,56.2,0.326,140.5,,,41,18.9,VA18255456,"16"" Tan silt, post 228",
-12734518.1610847,5653542.18464824,Y460927,Soil,,-114.396123,45.203036,2018-09-26T15:28:21Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.021,1.54,2.13,0,-10,238,0.72,0.117,0.18,0.103,24.7,4.08,27.4,4.93,,10.6,,,,2.3,7.91,,0.081,0.042,0.007,,0.016,0.54,11.6,20.9,,0.29,302,0.24,0.01,3.8,,14.1,,,13.4,0.001,,-0.002,81.9,-0.001,-0.01,0.126,3.21,0.1,,2.68,16.2,-0.005,,0.01,4.87,0.13,0.303,,1.025,34.8,0.13,7.72,,,41.6,1.89,VA18255456,"16"" Tan silt, post 34",
-12734249.3245144,5653534.60111288,Y460928,Soil,,-114.393708,45.202988,2018-09-26T16:11:16Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.009,1.5,1.82,0,-10,204,0.47,0.092,0.06,0.018,35.5,4.32,30.8,6.09,,4.79,,,,2.44,9.72,,0.114,0.063,0.004,,0.022,0.52,22,24.7,,0.29,124,0.14,0.01,2.21,,14.4,,,6.14,-0.001,,0.002,106.5,-0.001,-0.01,0.102,4.29,-0.1,,2.25,7.52,-0.005,,0.01,7.98,0.15,0.376,,1.045,35.9,0.097,10.25,,,27.6,2.87,VA18255456,"16"" Tan silt, post 35",
-12734000.191494,5653518.0121516,Y460929,Soil,,-114.39147,45.202883,2018-09-26T16:35:22Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.013,2.51,1.56,0,-10,346,0.72,0.093,0.1,0.029,16.45,6.53,37.2,7.97,,6.84,,,,3.16,15.2,,0.12,0.337,0.007,,0.015,0.86,9.28,32,,0.51,125.5,0.16,0.01,2.8,,25.4,,,5.89,-0.001,,0.004,138,-0.001,-0.01,0.07,5.28,0.1,,3.7,9.61,-0.005,,0.01,5.93,0.22,0.494,,1.135,39.2,0.154,6.44,,,33.6,17.2,VA18255456,"16"" Tan silt, post 36",
-12733735.2511059,5653509.79667735,Y460930,Soil,,-114.38909,45.202831,2018-09-26T17:17:07Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.01,2.21,1.77,0,-10,294,0.88,0.194,0.25,0.066,50.4,6.35,23.1,7.13,,9.86,,,,2.46,9.34,,0.136,0.201,0.013,,0.027,0.71,24,33.4,,0.35,359,0.38,0.01,3.87,,16.2,,,10.3,-0.001,,0.002,136,-0.001,-0.01,0.1,4.85,-0.1,,2.66,19.6,-0.005,,0.01,20.3,0.18,0.574,,2.11,34.3,0.192,15.4,,,37.1,7.33,VA18255456,"16"" Tan silt, post 37",
-12733472.8710661,5653506.32090204,Y460931,Soil,,-114.386733,45.202809,2018-09-26T18:00:58Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.025,2.24,2.37,0,-10,173.5,1.19,0.135,0.25,0.051,44.7,12,65,8.72,,11.95,,,,3.41,9.41,,0.193,0.087,0.012,,0.016,1.34,19,30.5,,1.03,365,0.22,0.01,2.98,,28.7,,,9.64,-0.001,,-0.002,210,-0.001,-0.01,0.135,5.88,0.2,,1.55,15.65,-0.005,,-0.01,19.3,0.28,0.872,,2.66,53.5,0.143,15.75,,,36.7,3.44,VA18255456,"16"" Tan silt, post 38",
-12733216.0570009,5653494.31368859,Y460932,Soil,,-114.384426,45.202733,2018-09-26T18:12:16Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.05,2.02,4.05,0,-10,117,1.29,0.165,0.3,0.055,64.3,12,79.6,7.83,,16.2,,,,3.16,7.98,,0.207,0.034,0.005,,0.022,0.96,32.7,30.1,,1,245,0.14,0.01,3.54,,40.3,,,37.4,-0.001,,-0.002,175.5,-0.001,-0.01,0.229,6.28,-0.1,,1.58,14.25,-0.005,,0.01,25.6,0.19,0.722,,3.38,47.2,0.606,27.3,,,61.6,1.34,VA18255456,"16"" Tan silt, post 39",
-12732961.5806449,5653496.20956333,Y460933,Soil,,-114.38214,45.202745,2018-09-26T18:41:32Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.016,2.38,2.86,0,-10,188,1.02,0.197,0.15,0.045,63.5,7.85,19.2,6.37,,11.15,,,,2.45,9.15,,0.163,0.138,0.011,,0.026,0.62,32.8,30.1,,0.36,241,0.25,0.01,3.34,,13.05,,,12.35,0.001,,0.002,139,-0.001,-0.01,0.176,4.37,0.2,,1.79,15.8,-0.005,,0.01,21.1,0.17,0.539,,2.53,33.4,0.489,19.15,,,33.4,5.78,VA18255456,"16"" Tan silt, post 40",
-12732703.5420653,5653478.8307265,Y460934,Soil,,-114.379822,45.202635,2018-09-26T19:02:00Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.078,3.01,3.83,0,-10,147,1.14,0.22,0.13,0.055,57.3,8.87,29.3,6.16,,12.85,,,,2.46,10.55,,0.113,0.088,0.025,,0.028,0.45,30.3,36.9,,0.42,276,0.47,0.01,4.83,,22.3,,,10.85,-0.001,,0.003,122,-0.001,-0.01,0.153,4.38,0.1,,1.82,11.85,-0.005,,0.01,16.45,0.15,0.48,,1.895,36.6,0.288,17.8,,,43.4,4.16,VA18255456,"16"" Tan silt, post 41",
-12732443.1657763,5653472.66914697,Y460935,Soil,,-114.377483,45.202596,2018-09-26T19:24:55Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.02,2.76,4.29,0,-10,148.5,1.19,0.306,0.2,0.042,86.4,6.75,17.1,7.5,,11.25,,,,2.47,10.45,,0.174,0.086,0.018,,0.024,0.64,48,34.4,,0.36,297,0.31,0.01,5.53,,10.5,,,12.8,-0.001,,0.002,153.5,-0.001,-0.01,0.133,6.26,-0.1,,2.37,10.85,-0.005,,0.02,20.2,0.18,0.622,,4.49,38.6,0.274,27.6,,,33.4,3.58,VA18255456,"16"" Tan silt, post 42",
-12732186.0177526,5653463.50578009,Y460936,Soil,,-114.375173,45.202538,2018-09-26T19:41:46Z,Alex Smith,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.011,2.75,3.4,0,-10,193,1.18,0.187,0.08,0.025,62.6,8.12,24.3,7.8,,11.05,,,,2.75,10.45,,0.143,0.204,0.017,,0.023,0.66,35,36.5,,0.39,227,0.45,0.01,5.3,,13.35,,,10.2,-0.001,,0.003,148.5,-0.001,-0.01,0.113,5.44,-0.1,,2.94,10.1,0.005,,0.01,22.1,0.2,0.603,,3.11,42.3,0.249,19.25,,,33.1,9.33,VA18255456,"16"" Tan silt, post 43",
