X,Y,sampleid,sample_typ,length_m,longitude,latitude,date,geologist,project,company,py,cp,sph,cc,gal,min_other,hem,mag_sus,conductivi,mal,bloom,carb,fe_carb,clay,chl,epi,sericite,quartz,albite,actinolite,biotite,ksp,alt_other,alt_assemb,ag_ppm,al_pc,as_ppm,au_ppm,b_ppm,ba_ppm,be_ppm,bi_ppm,ca_pc,cd_ppm,ce_ppm,co_ppm,cr_ppm,cs_ppm,cu_pc,cu_ppm,dy_ppm,er_ppm,eu_ppm,fe_pc,ga_ppm,gd_ppm,ge_ppm,hf_ppm,hg_ppm,ho_ppm,in_ppm,k_pc,la_ppm,li_ppm,lu_ppm,mg_pc,mn_ppm,mo_ppm,na_pc,nb_ppm,nd_ppm,ni_ppm,p_ppm,pb_pc,pb_ppm,pd_ppm,pr_ppm,pt_ppm,rb_ppm,re_ppm,s_pc,sb_ppm,sc_ppm,se_ppm,sm_ppm,sn_ppm,sr_ppm,ta_ppm,tb_ppm,te_ppm,th_ppm,ti_pc,tl_ppm,tm_ppm,u_ppm,v_ppm,w_ppm,y_ppm,yb_ppm,zn_pc,zn_ppm,zr_ppm,source,remarks,lithology
-12730176.3669853,5648750.66543271,X725707,Select,,-114.35712,45.1727,June 13 2018,Scott Close,Bonanza,North American Cobalt,,3,,,,,,,,3,0,,,,,,,,,,,0,,,0.21,7.5,793,,,310,3.14,4.67,1.41,0.1,127,4960,61,12.95,,6410,13.6,7.62,1.7,10.15,30.3,11.25,0.24,0.3,,2.54,0.219,2.94,49.4,41.1,0.89,1.44,988,1.53,1.05,13.8,45.1,60.3,430,,2.7,,11.1,,288,-0.002,0.04,0.75,14,1,8.76,4.2,198,1.13,1.95,1.27,10.15,0.41,1.15,1.05,4,85,2.6,79.9,6.89,,29,7.6,VA18164811,"highly schistose mafic sediments, friable with malachite and tr cp",schistose sediments
-12730176.3669853,5648750.66543271,X725707,Select,,-114.35712,45.1727,June 13 2018,Scott Close,Bonanza,North American Cobalt,,3,,,,,,,,3,0,,,,,,,,,,,0,,,0.21,7.5,793,,,310,3.14,4.67,1.41,0.1,127,4960,61,12.95,,6410,13.6,7.62,1.7,10.15,30.3,11.25,0.24,0.3,,2.54,0.219,2.94,49.4,41.1,0.89,1.44,988,1.53,1.05,13.8,45.1,60.3,430,,2.7,,11.1,,288,-0.002,0.04,0.75,14,1,8.76,4.2,198,1.13,1.95,1.27,10.15,0.41,1.15,1.05,4,85,2.6,79.9,6.89,,29,7.6,VA18164811,"highly schistose mafic sediments, friable with malachite and tr cp",schistose sediments
-12730183.909994,5648751.99974027,X725711,Select,,-114.357188,45.172708,Dec 2017,Scott Close,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.27,6.58,65.7,,,830,2.18,9.12,1.28,0.05,91.8,3600,18,26.2,1.65,10000,9.15,4.19,3.36,12.35,22.2,10.85,0.3,-0.1,,1.54,0.213,4.73,54.6,55.5,0.34,2.44,988,2.06,0.2,42.7,58.5,42.9,5600,,2.1,,13.55,,444,-0.002,0.02,0.31,24.7,1,10.8,8.3,50,1.97,1.52,-0.05,2.21,1.98,2.23,0.47,1.4,300,3.5,53.1,2.68,,79,1,VA18164811,TNK-01 highly schistose metasediments,metasediments
-12730181.9151487,5648748.46422043,X725712,Select,,-114.35717,45.172686,Dec 2017,Scott Close,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.25,3.17,1960,,,200,4.63,17.3,0.13,0.16,94.7,8760,18,4.13,2.09,10000,11.2,4.38,1.81,3.49,11.85,12.35,0.2,0.1,,1.81,0.068,1.68,64,11.5,0.3,0.42,400,2.57,0.36,3.7,42.2,53.6,280,,4.2,,10.5,,105,-0.002,0.03,1.28,5.1,-1,7.46,1.6,27.4,0.23,1.83,2.13,6.94,0.12,0.46,0.47,7.9,30,3.6,78,2.77,,22,2.9,VA18164811,Quartz vein from TNK pit,quartz vein
-12730247.2307467,5648739.97676781,X725713,Chip,0.5,-114.357757,45.172632,Dec 2017,Scott Close,Bonanza,North American Cobalt,,,,,,,,,,,1,,,,,,,,,,,0,,,0.28,2.84,10000,,,230,0.43,12.4,0.11,0.05,49.1,10000,15,11.1,,869,12.45,8.54,0.68,6.61,23.1,6.83,0.18,0.2,,2.54,0.713,2.02,22.1,19,1.02,0.4,107,0.75,0.03,4.1,20.4,90.9,330,,1.4,,5.33,,208,-0.002,1.01,6.12,3.4,12,4.17,3.2,10.5,0.31,1.45,5.35,11.05,0.12,1.1,1.24,3.8,22,3.1,60.2,8.22,,14,6.4,VA18164811,,
-12730329.9956749,5648734.31899686,X725714,Grab,,-114.3585,45.172596,Dec 2017,Scott Close,Bonanza,North American Cobalt,,,,,,,,,,1,1,,,,,,,,,,,0,,,0.26,6.01,204,,,550,1.29,1.37,0.02,-0.02,23.3,327,29,15.75,,629,2.24,0.78,0.4,9.15,25.2,2.82,0.18,0.3,,0.31,0.236,4.06,7.3,16.3,0.09,0.34,260,0.68,0.05,8.5,10.1,8.5,210,,5.4,,2.3,,343,-0.002,0.02,1.12,7.6,1,2.37,5.9,12.5,0.67,0.41,0.05,9.77,0.26,1.3,0.1,2.4,45,7.5,6.6,0.6,,26,8.6,VA18164811,highly schistose metasediments,metasediments
-12731251.0453494,5650457.63564181,X725609,Soil,,-114.366774,45.183509,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.091,2.24,46.5,0,10,526,0.63,0.215,0.49,0.111,42.6,66.1,22.5,7.32,,105,,,,3.39,7.8,,0.145,0.106,0.01,,0.054,0.87,17.6,21.6,,0.38,713,0.36,0.02,2.73,,13.8,,,5.56,0.001,,-0.002,105,-0.001,0.02,0.147,3.22,0.2,,1.54,56,-0.005,,0.04,6.65,0.15,0.474,,1.085,22.7,0.186,7.76,,,73.7,4.87,VA18194253,,
-12731161.7671178,5650203.51990856,X725036,Grab,,-114.36597,45.1819,27-Jun-18,Ben Somps,Bonanza,North American Cobalt,1,2,,,,,,,,,,,,,,,,,,,,0,,,2.4,3.53,529,,,460,0.14,7.32,0.08,0.2,11,453,19,16.25,3.58,10000,3.61,1.68,0.25,14.4,21.6,3.36,0.11,0.3,,0.64,6.41,2.7,4.8,31.2,0.15,0.48,174,1.28,0.03,6.3,5.1,20.2,350,,-0.5,,1.26,,316,-0.002,5.88,1.25,4.3,16,1.54,7.6,13,0.43,0.62,6.3,3.88,0.12,1.64,0.23,1,21,0.7,14.5,1.25,,52,8.1,VA18194259,none,
-12731705.0062329,5650458.26738658,X725531,Soil,,-114.370852,45.18351297,2018-07-27T19:38:42Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.023,3.65,72.4,0,10,409,0.89,0.247,0.28,0.07,36.8,41.9,17.15,5.04,,97.3,,,,3.04,10.45,,0.086,0.397,0.018,,0.059,0.48,13.1,27.7,,0.33,402,0.61,0.02,1.675,,17.7,,,9.92,-0.001,,-0.002,73.9,-0.001,0.01,0.249,3,0.1,,1.66,40.4,-0.005,,0.03,6.98,0.15,0.374,,1.005,31.5,0.25,5.61,,,47.2,17.75,VA18194253,"25 cm deep. Med brn matrix, 90% silt, 10% sand. 15% clasts, mostly 5cm. Open wooded grassy slope.",
-12731160.3199644,5650214.73306789,X725084,Grab,,-114.365959,45.18197103,2018-07-27T16:53:49Z,Ellie Knight,Bonanza,North American Cobalt,3,,,,,trace bor,,,,,,,,,,,,,,,,0,lim 3,,0.34,3.59,40,,,1120,0.24,1.24,0.03,0.02,14.15,62.3,12,9.3,,3940,1.66,1.2,0.28,4.73,13.2,1.56,0.07,0.2,,0.35,0.973,3.49,5.7,23.2,0.11,0.28,99,0.53,0.07,3.7,5.8,1.9,170,,-0.5,,1.46,,250,-0.002,0.56,0.17,2.8,2,1.23,2.5,34,0.28,0.29,0.46,5.54,0.08,1.06,0.14,1.2,13,0.4,8,0.81,,15,6.3,VA18194259,Talus grab from pile of workings on W side of ck.,Quartzite
-12731090.5226437,5650131.81919218,X725601,Soil,,-114.365332,45.181446,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.165,2.64,875,0.089,-10,236,0.35,1.47,0.21,0.014,49.7,1310,18.05,15.4,,3160,,,,8.04,14.25,,0.457,0.054,0.007,,0.517,1.5,24.5,31.2,,0.47,189.5,1.54,0.01,1.44,,23.8,,,1.33,0.001,,-0.002,246,-0.001,0.05,0.297,3.05,1.1,,2.85,25.5,-0.005,,1.39,10.95,0.18,1.29,,12.1,24.4,0.273,14.5,,,23.1,2.24,VA18194253,,
-12731544.2608881,5650102.91796377,X725534,Soil,,-114.369408,45.18126301,2018-07-27T21:08:33Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.024,1.32,133.5,0.001,-10,154,0.31,0.213,0.09,0.034,22.4,163,12.8,8.17,,253,,,,3.26,5.53,,0.146,0.077,0.007,,0.04,0.69,9.77,13.2,,0.21,188,0.5,0.01,1.105,,9.67,,,2.28,-0.001,,-0.002,111.5,-0.001,0.01,0.164,1.89,0.1,,1.49,16.15,-0.005,,0.05,7.1,0.11,0.624,,0.975,15.2,0.162,4.83,,,16.7,3.46,VA18194253,"25 cm deep. Med brn matrix, 90% silt, 10% sand. 20% 2 cm ang clasts. Open grassy shrubby standing dead slope.",
-12731990.3180878,5649580.50084545,X725618,Soil,,-114.373415,45.177955,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.016,3.85,11,0.001,-10,329,2.17,0.07,0.13,0.025,25.3,21.8,26.7,23.2,,317,,,,9.78,16.5,,0.416,0.121,0.005,,0.059,2.68,10.5,49.5,,0.84,200,2.07,0.02,0.78,,24.8,,,1.965,0.001,,-0.002,386,-0.001,0.01,0.329,5.64,0.2,,4.66,24,-0.005,,0.02,5.8,0.22,1.53,,2.98,36.3,0.428,4.24,,,22.6,5.49,VA18194253,,
-12732431.8111882,5649575.76322327,X725615,Soil,,-114.377381,45.177925,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.011,1.92,7.24,0,-10,167,0.78,0.14,0.25,0.038,56.5,10.8,24.8,6.55,,23.1,,,,3.46,6.12,,0.168,0.065,0.007,,0.016,1.09,27.1,21.1,,0.65,291,0.41,0.01,2.78,,17.15,,,2.72,-0.001,,-0.002,122.5,-0.001,0.01,0.177,3.49,-0.1,,1.09,17.55,-0.005,,0.02,8.57,0.19,0.527,,1.29,26.8,0.17,8.9,,,21,3.18,VA18194253,,
-12730335.6651766,5649743.47656814,X725508,Soil,,-114.358551,45.17898699,2018-07-24T20:34:16Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.009,1.5,9.02,0.001,-10,110.5,0.79,0.17,0.16,0.069,73.7,16.2,14.75,7.35,,40.4,,,,2.36,6,,0.196,0.096,0.012,,0.03,0.74,32.1,20.7,,0.35,314,0.23,0.01,2.87,,9.27,,,7.65,-0.001,,-0.002,132.5,-0.001,0.01,0.137,3.78,0.1,,2,13.65,-0.005,,0.02,26.2,0.15,0.597,,2.14,25.5,0.17,26.3,,,23.8,5.33,VA18194253,"Lt gry matrix, 60% silt, 40% sand. 20% 1-3 cm clasts. 25 cm depth.",
-12730604.9470248,5649795.27567226,X725074,Grab,,-114.36097,45.17931498,2018-07-24T19:10:03Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,4,,,,,,,,0,lim 3,,0.11,2.51,2.2,,,220,0.89,0.27,0.04,-0.02,54.2,3.4,30,3.12,,1885,2.19,1.03,0.81,3.92,8.23,3.35,0.13,0.4,,0.38,0.089,1.15,21.6,4.5,0.14,0.1,42,6.62,0.06,8.4,21.6,5.5,1090,,4.4,,5.65,,84.4,-0.002,0.01,1.09,4.1,9,4.6,17.6,12.2,0.71,0.4,0.08,12.1,0.25,0.65,0.15,2.6,30,4.4,10.1,0.95,,15,12.7,VA18194259,Near contact with country rock,Dacite dyke
-12732583.0943762,5649559.65532654,X725614,Soil,,-114.37874,45.177823,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.014,2.02,6.92,0.001,-10,232,0.72,0.347,0.2,0.044,59.2,13.15,58.5,5.62,,22.3,,,,3.06,6.7,,0.196,0.101,0.006,,0.016,1.19,28.8,24.9,,0.89,295,0.23,0.01,1.35,,32,,,3.47,-0.001,,-0.002,109.5,-0.001,0.01,0.239,4.2,0.2,,1.07,12.15,-0.005,,0.03,11.4,0.21,0.552,,1.49,34.1,0.151,16.3,,,43.6,5.17,VA18194253,,
-12730796.5278685,5649556.4969188,X725513,Soil,,-114.362691,45.17780297,2018-07-24T23:14:05Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.02,3.03,30.7,0.001,-10,345,2.34,1.06,0.36,0.112,78.1,56.6,111.5,16.85,,92.2,,,,4.84,12.4,,0.306,0.32,0.008,,0.066,1.63,36.5,44.2,,1.24,576,0.33,0.02,10.2,,45.9,,,16.45,0.003,,-0.002,239,-0.001,0.01,0.152,7.39,0.2,,4.89,32.3,-0.005,,0.04,19.45,0.26,0.973,,4.05,54.5,0.52,50.1,,,40.2,10.9,VA18194253,"25 cm deep. lt brn gry matrix, 80% silt, 20% sand. 20% clasts up to 10 cm. Grassy wooded area.",
-12730642.2390543,5649746.95088896,X725506,Soil,,-114.361305,45.17900904,2018-07-24T18:00:41Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.015,1.76,7.08,0.006,-10,146,0.42,0.176,0.13,0.043,32.1,16.65,16.8,6.96,,53.7,,,,2.57,5.22,,0.12,0.134,0.014,,0.033,0.59,12.85,16.9,,0.32,262,0.38,0.01,1.82,,9.96,,,5.11,-0.001,,-0.002,87.4,-0.001,0.01,0.227,2.38,0.1,,3.17,15.75,-0.005,,0.02,5.77,0.11,0.568,,1.095,23.1,0.229,6.59,,,22.2,5.65,VA18194253,"Tan matrix. 90% silt, 10% sand. 15% 2-5 cm clasts. 25 cm deep.",
-12732143.3823876,5649576.07906467,X725617,Soil,,-114.37479,45.177927,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.014,2.1,7.63,0,-10,182,0.71,0.105,0.14,0.034,24.8,12.55,18.45,8.15,,43,,,,3.8,7.12,,0.156,0.085,-0.004,,0.021,1.01,10.8,23.4,,0.49,166,0.84,0.01,1.715,,14.3,,,4.05,-0.001,,-0.002,138,-0.001,0.01,0.165,3.37,0.1,,1.42,19.8,-0.005,,0.01,5.91,0.19,0.544,,1.225,28.6,0.211,4.77,,,20,3.92,VA18194253,,
-12731240.0247198,5649376.94326297,X725034,Grab,,-114.36668,45.17667,27-Jun-18,Ben Somps,Bonanza,North American Cobalt,1,,,,,,,,,,,,,,,,,,,,,0,,,0.19,0.76,38.1,,,260,0.13,0.48,0.05,0.04,0.34,16.1,17,0.33,,2160,0.16,0.13,0.06,3.02,0.79,0.08,-0.05,-0.1,,0.03,0.402,0.89,-0.5,3.4,0.03,0.17,512,1.21,0.03,0.2,0.2,2.5,20,,1,,0.04,,29.6,-0.002,0.24,0.32,0.7,1,0.05,1,12.7,-0.05,0.02,0.2,0.08,-0.01,0.09,0.02,0.1,1,0.1,0.9,0.2,,13,-0.5,VA18194259,none,
-12731241.9171512,5649581.13252859,X725623,Soil,,-114.366692,45.177959,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.05,2.12,167.5,0.007,-10,232,0.31,0.479,0.23,0.057,60,122.5,17.35,11.35,,499,,,,5.52,7.86,,0.32,0.052,0.006,,0.09,1.35,27.6,24.2,,0.37,268,0.65,0.01,2.6,,13.65,,,2.03,-0.001,,-0.002,202,-0.001,0.01,0.292,2.71,0.3,,3.43,35.1,-0.005,,0.08,10.25,0.19,0.833,,2.01,21.5,0.227,7.1,,,24.9,2.92,VA18194253,,
-12732319.489822,5649606.87365452,X725616,Soil,,-114.376372,45.178122,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.014,2.8,22.7,0,-10,228,0.7,0.064,0.12,0.032,12.55,18.6,31.2,14.3,,17.75,,,,6.56,11.05,,0.243,0.108,0.007,,0.022,1.71,5.65,37.2,,0.68,137.5,1.21,0.01,1.545,,20.9,,,2.67,0.001,,-0.002,274,-0.001,0.01,0.21,5.2,0.1,,1.91,20.9,-0.005,,0.02,7.6,0.28,0.96,,2.86,43.5,0.333,3.91,,,18,4.43,VA18194253,,
-12732754.0811141,5649568.18303298,X725613,Soil,,-114.380276,45.177877,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.013,1.71,8.09,0.001,-10,293,0.54,0.279,0.16,0.096,29.7,10.1,16.25,5.79,,21.9,,,,3,5.56,,0.151,0.13,0.006,,0.021,0.77,12.3,17.3,,0.41,598,0.6,0.01,2.48,,11.8,,,5.62,-0.001,,-0.002,107.5,-0.001,0.01,0.166,2.89,0.1,,1.4,25.5,-0.005,,0.06,7.72,0.15,0.413,,1.475,20.2,0.191,5.82,,,43.8,4.96,VA18194253,,
-12731393.8682561,5649599.293438,X725622,Soil,,-114.368057,45.178074,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.069,3.33,83.7,0.007,-10,286,0.48,0.372,0.28,0.053,9.64,42.9,23.5,17.35,,901,,,,9.21,12.65,,0.48,0.083,0.023,,0.185,2.32,4.04,39.8,,0.68,290,2.21,0.01,2.5,,21.8,,,3.68,-0.001,,-0.002,330,-0.001,0.06,0.666,4.61,0.8,,3.85,18.2,-0.005,,0.08,6.83,0.24,1.295,,2.99,34.2,0.335,4.25,,,17.7,3.33,VA18194253,,
-12731838.4783023,5649581.44837018,X725619,Soil,,-114.372051,45.177961,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.025,0.99,13.05,0.001,-10,67.2,2.57,0.119,0.14,0.075,24.7,12.35,9.12,5.73,,88.2,,,,3.48,3.45,,0.092,0.034,0.011,,0.016,0.51,10.3,11.4,,0.2,248,1.8,0.01,1.375,,10.35,,,4.2,-0.001,,-0.002,75.2,-0.001,0.01,0.363,1.935,0.1,,0.75,11.9,-0.005,,0.02,6.71,0.06,0.305,,2.4,11.5,0.142,4.59,,,14.9,1.47,VA18194253,,
-12730953.822309,5649562.81373539,X725514,Soil,,-114.364104,45.17784303,2018-07-24T23:41:55Z,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.043,2.74,89.9,0.001,-10,248,1.05,0.335,0.2,0.047,43.2,87.1,28.4,12.65,,158.5,,,,4.79,10.05,,0.276,0.268,0.01,,0.062,1.28,18.05,29.6,,0.5,218,0.6,0.02,2.79,,16.9,,,8,-0.001,,-0.002,187,-0.001,0.01,0.168,3.84,0.1,,2.94,30.2,-0.005,,0.04,11.05,0.21,0.879,,2.18,32.8,0.378,12.75,,,31.2,10,VA18194253,"Tough digging, lots of rx. Med brn matrix, 70% silt, 30% sand. 30% clasts, ang, up to 5 cm. Wooded, grassy area.",
-12731239.5794418,5649393.05083242,X725035,Grab,,-114.36667,45.17677,27-Jun-18,Ben Somps,Bonanza,North American Cobalt,5,,,,,,3,,,,,,,,,,,,,,,0,,,3.74,0.07,182,,,20,-0.05,19.15,-0.01,0.16,0.78,86.4,17,0.14,4.03,10000,0.11,0.06,-0.03,7.1,0.36,0.1,0.08,-0.1,,0.02,6.57,0.06,-0.5,2,0.01,0.01,55,1.42,0.01,0.1,0.4,44.2,10,,1.3,,0.09,,2.9,-0.002,6.03,5.4,0.1,14,0.06,14.5,4,-0.05,0.02,9.96,0.09,-0.01,1.06,0.01,0.1,-1,0.2,0.6,0.06,,69,-0.5,VA18194259,none,
-12731083.2868768,5650328.91857109,X725607,Soil,,-114.365267,45.182694,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.036,3.34,26.2,0.001,10,371,1.32,0.23,0.31,0.07,48.2,40.7,26.1,8.41,,59.9,,,,3.75,10.6,,0.152,0.474,0.014,,0.047,0.99,17.95,32.6,,0.5,393,0.37,0.02,1.94,,18.25,,,8.16,0.001,,0.002,123.5,-0.001,0.01,0.124,4.46,0.2,,2.34,42,-0.005,,0.02,8.71,0.19,0.595,,1.805,29.3,0.354,10.95,,,43.5,22.3,VA18194253,,
-12730644.4654441,5650138.13641294,X725604,Soil,,-114.361325,45.181486,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.024,2.25,14.95,0.001,-10,115,1.2,0.224,0.23,0.045,86.6,19.1,25.6,7.56,,52.9,,,,3.44,8.81,,0.241,0.169,0.006,,0.027,0.97,46.1,28.8,,0.55,253,0.37,0.01,1.965,,15.5,,,10.25,0.003,,-0.002,152.5,-0.001,0.01,0.237,5.63,0.2,,2.51,20.1,-0.005,,0.02,35.4,0.18,0.706,,3.79,42.3,0.213,36.5,,,34.1,7.84,VA18194253,,
-12731242.5850681,5649368.09990379,X725033,Grab,,-114.3667,45.17661,27-Jun-18,Ben Somps,Bonanza,North American Cobalt,1,,,,,,,,,,,,,,,,,,,,,0,,,1.01,5.68,628,,,40,1.54,1.31,0.36,0.04,10.75,171.5,18,0.15,1.1,10000,3.96,1.63,0.52,5.63,12.9,4.15,0.06,0.2,,0.62,1.61,0.15,4.7,7.4,0.14,0.79,172,1.07,0.54,0.2,6.6,24.4,1410,,-0.5,,1.41,,7.1,-0.002,1.3,0.67,17.1,3,2.17,5.9,58.3,-0.05,0.73,0.37,4.69,0.08,0.07,0.19,0.8,35,0.2,19.1,1.29,,16,7.9,VA18194259,none,
-12731541.1439424,5649562.33997399,X725621,Soil,,-114.36938,45.17784,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.017,1.71,118,0.009,-10,162,0.39,0.308,0.07,0.035,42.3,76.6,17,9.97,,259,,,,4.56,6.5,,0.26,0.109,0.008,,0.059,1.08,17.8,17.3,,0.33,201,0.63,0.01,1,,12.3,,,2.94,-0.001,,-0.002,164.5,-0.001,0.01,0.355,2.52,0.1,,2.1,15.85,-0.005,,0.06,9.4,0.16,0.747,,1.75,19.9,0.161,6.69,,,16.5,5.05,VA18194253,,
-12730781.7223762,5650124.55439378,X725603,Soil,,-114.362558,45.1814,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.01,2.82,13.2,0.001,-10,122,2.23,0.169,0.22,0.02,85,21.3,96.6,14.2,,32.1,,,,5.6,12.4,,0.258,0.262,0.004,,0.047,1.45,36.7,38.5,,1.02,152,1.51,0.01,2.31,,38.3,,,9.13,-0.001,,-0.002,153.5,-0.001,0.01,0.136,6.01,0.1,,3.89,32.5,0.006,,0.02,21.7,0.19,0.812,,7.91,46.7,0.532,18.6,,,26.6,8.63,VA18194253,,
-12731240.8039562,5650342.02709647,X725032,Grab,,-114.36661,45.1828,27-Jun-18,Ben Somps,Bonanza,North American Cobalt,,,,,,,,,,,1,,,,,,,,,,,0,,,0.01,3.51,1815,,,520,1.25,9.53,0.2,-0.02,245,624,19,4.33,,107.5,18.65,10.35,1.94,2.38,9.72,20.1,0.27,0.6,,3.51,0.114,1.9,109,15.3,1,0.16,73,1.37,0.04,8.8,113,7.2,740,,-0.5,,27.9,,131,0.002,0.02,0.24,2.3,-1,20.6,2.2,10.9,0.59,3,2.38,9.29,0.2,0.48,1.34,3.3,14,3.5,89.2,8,,4,22.5,VA18194259,none,
-12731674.7273314,5649572.28896859,X725620,Soil,,-114.37058,45.177903,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.047,1.92,53.4,0.001,10,293,0.39,0.231,0.27,0.08,44.1,51.5,19.65,9.13,,217,,,,4.82,6.57,,0.237,0.112,0.01,,0.058,1.17,18.1,18.7,,0.37,395,0.61,0.01,2.04,,14.8,,,3.97,0.001,,-0.002,154.5,-0.001,0.01,0.333,2.68,0.2,,2.04,34,-0.005,,0.04,8.77,0.16,0.679,,1.34,19.5,0.182,6.34,,,31.2,4.36,VA18194253,,
-12730955.4921013,5650288.64551024,X725606,Soil,,-114.364119,45.182439,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.044,2.06,7.31,0,10,258,3.27,0.77,0.49,0.197,64.6,15.8,18.85,7.94,,26.9,,,,2.34,7.45,,0.145,0.393,0.014,,0.042,0.7,21.9,37.4,,0.36,956,0.25,0.02,8.1,,12.3,,,17.75,0.002,,-0.002,125,-0.001,0.01,0.162,3.39,0.2,,3.62,46.3,-0.005,,0.01,21.2,0.11,0.496,,3.71,19.6,0.344,51.9,,,63.5,13.55,VA18194253,,
-12731331.1953828,5648266.53802858,X725501,Soil,,-114.36749,45.16964,23-Jul-18,Ellie Knight,Bonanza,North American Cobalt,,,,,,,,,,,,,,,,,,,,,,0,,,0.014,2.02,11.95,0,-10,201,0.33,0.103,0.14,0.035,23.9,15.7,23.8,9.33,,149,,,,4.1,6.38,,0.217,0.107,0.006,,0.036,1.18,10.7,11.2,,0.51,159.5,0.72,0.01,1.47,,17.15,,,3.47,-0.001,,-0.002,157,-0.001,0.01,0.123,3.07,0.1,,1.59,19.65,-0.005,,0.02,6.93,0.2,0.649,,1.67,30.7,0.179,6.56,,,20.6,5.75,VA18194253,"30 cm depth, gry fine to sandy matrix, 10% clasts",
-12731226.8890199,5650120.29027572,X725612,Soil,,-114.366557,45.181373,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.053,1.84,88.4,0,-10,193,0.48,0.191,0.13,0.04,30.9,74.2,16.15,8.5,,224,,,,3.7,6.97,,0.173,0.159,0.005,,0.051,0.89,13.5,16.8,,0.31,151,0.53,0.01,1.36,,10.35,,,4.23,-0.001,,-0.002,138.5,-0.001,0.01,0.207,2.47,0.1,,1.71,21.5,-0.005,,0.05,7.72,0.15,0.658,,1.27,21.8,0.178,5.28,,,22.7,7.08,VA18194253,,
-12730797.6410634,5650319.91634183,X725605,Soil,,-114.362701,45.182637,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.022,2.12,4.55,0,-10,215,0.46,0.13,0.2,0.065,51.2,32.8,18.25,7.26,,52.9,,,,3.16,6.17,,0.169,0.235,0.009,,0.032,0.78,19.7,22.2,,0.31,365,0.26,0.01,1.79,,15.05,,,5.38,-0.001,,-0.002,98.1,-0.001,0.01,0.18,3.02,0.1,,2.13,21.6,-0.005,,0.01,6.14,0.14,0.512,,1.63,23,0.185,11.2,,,34.1,11.35,VA18194253,,
-12730941.9111235,5650133.08263597,X725602,Soil,,-114.363997,45.181454,,Ben Somps,Bonanza,,,,,,,,,,,,,,,,,,,,,,,0,,,0.021,2.69,35.1,0.003,-10,224,1.82,0.358,0.28,0.058,59.9,43.8,51.4,10.8,,73.9,,,,4.63,9.6,,0.227,0.281,0.01,,0.045,1.3,30.5,29.3,,0.89,287,0.34,0.01,1.675,,27.3,,,6.45,0.003,,-0.002,151.5,-0.001,0.01,0.153,5.58,0.1,,2.77,26.7,-0.005,,0.04,12.6,0.21,0.781,,2.26,51.5,0.345,21.7,,,35.5,12.55,VA18194253,,
